# wme_scene_export  D:\Program Files\Slam-Model\data\kitti_05
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	330	0.00001	-0.00018	1.00000	11.50857	8.59955	-0.90117	11.50830	2.25110	0.00703	306	0.67068
BOX	330	car	0.75033	4.37974	1.15979	6.12500	2.01830	0.86622	6.00000
BOX	330	car	0.63559	2.37706	0.67198	14.23047	1.97229	1.54965	4.25781
PLANE	335	0.00000	0.00000	1.00000	37.98047	11.31898	-4.31188	37.98047	1.81101	0.00000	182	0.45500
BOX	335	car	0.90869	2.85511	0.70716	5.26953	3.13001	1.31162	4.68750
PLANE	340	0.00000	0.00000	1.00000	29.21484	11.24302	-2.71920	29.21484	2.31612	0.00000	515	1.00000
PLANE	345	-0.00019	-0.00092	1.00000	18.99305	10.57264	-2.55643	18.99269	1.99778	0.00525	469	0.90503
BOX	365	car	0.74367	2.17891	0.39955	24.80469	1.96447	1.50844	3.86719
BOX	370	car	0.80666	2.19215	0.58374	14.53906	2.07674	1.37764	3.21875
BOX	375	car	0.92759	2.25820	0.69580	5.50391	2.41300	1.31547	2.25781
