# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg1_teddy
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	45	0.00478	-0.04902	0.99879	3.16785	-0.13542	-0.82631	3.13179	1.38424	0.02067	1414	0.70756
BOX	45	teddy bear	0.63831	-0.12053	-0.37793	1.10080	0.50645	0.32823	0.37200
BOX	45	skateboard	0.39483	-0.15379	0.25276	1.32280	0.66740	0.22027	0.39000
PLANE	50	0.04462	0.99863	0.02734	0.32939	-0.02441	0.29671	1.24995	0.58991	0.00609	5376	0.89136
PLANE	50	-0.03894	0.01132	0.99918	2.96435	0.62040	-0.47993	2.99641	0.67644	0.01752	1707	0.74057
PLANE	50	-0.10233	-0.08096	0.99145	3.41713	-0.36288	-0.39008	3.37729	0.84804	0.01857	1071	0.72923
PLANE	50	0.01857	-0.01551	0.99971	3.13456	-0.77303	-0.79194	3.13755	1.11714	0.01958	1401	0.71857
BOX	50	teddy bear	0.78633	-0.09908	-0.37598	1.11080	0.49173	0.34197	0.38200
PLANE	55	0.02839	-0.00437	0.99959	3.14163	-0.32418	-0.70581	3.14905	1.39755	0.01721	1489	0.74395
PLANE	55	-0.03352	0.02761	0.99906	2.96378	0.62354	-0.27777	2.99517	0.71607	0.01784	1679	0.73698
PLANE	55	-0.01583	-0.00457	0.99986	3.44873	0.44095	-0.39565	3.45437	0.72551	0.01911	608	0.72348
PLANE	55	-0.02667	-0.05218	0.99828	3.32733	-1.02908	-0.48339	3.28030	0.72694	0.02120	1523	0.70226
BOX	55	teddy bear	0.74271	-0.06588	-0.35328	1.25560	0.57039	0.52026	0.58680
BOX	55	book	0.32421	1.00530	-1.32905	3.23300	0.11874	0.26291	0.06040
PLANE	60	0.00807	0.03040	0.99951	3.45898	0.43625	-0.65582	3.47711	0.72870	0.01860	713	0.72885
PLANE	60	-0.01718	0.07225	0.99724	2.97613	0.59665	-0.01585	2.99580	0.72680	0.01916	1534	0.72297
PLANE	60	0.03736	0.03922	0.99853	3.14305	0.36169	-0.47823	3.15293	1.36285	0.01918	1483	0.72274
PLANE	60	-0.03095	-0.00170	0.99952	3.32870	-1.07411	-0.53867	3.29613	0.75893	0.02113	2645	0.70294
PLANE	60	0.06755	-0.01165	0.99765	1.35219	-0.14815	0.07162	1.36624	0.45818	0.02121	1042	0.70216
BOX	60	teddy bear	0.46194	-0.05239	-0.19144	1.31280	0.56846	0.57446	0.64560
PLANE	65	0.03946	0.99654	-0.07319	0.59368	-0.02943	0.76154	2.24181	0.76737	0.00835	2338	0.85683
PLANE	65	-0.00734	0.07094	0.99745	3.00236	0.56496	0.19311	3.00045	0.63604	0.01849	1255	0.73006
PLANE	65	0.03093	0.04500	0.99851	3.15723	0.59005	-0.38000	3.16080	1.26406	0.01875	1633	0.72728
PLANE	65	-0.08600	0.06191	0.99437	3.44995	0.07705	-1.08373	3.54363	0.46759	0.01880	795	0.72679
PLANE	65	-0.01718	0.00653	0.99983	3.31281	-1.07611	-0.45768	3.29787	0.76461	0.02275	2603	0.68727
PLANE	65	-0.04428	0.02199	0.99878	3.42360	-0.31869	-0.91969	3.43391	0.89901	0.02280	944	0.68683
BOX	65	teddy bear	0.80675	-0.06268	-0.09183	1.34300	0.56855	0.55647	0.91480
BOX	65	chair	0.66248	-0.07622	0.13584	1.42640	0.66728	0.91417	3.33760
PLANE	70	0.00985	0.99994	-0.00468	0.70892	-0.08957	0.72033	2.23753	0.76532	0.00762	2935	0.86783
PLANE	70	0.00994	-0.00066	0.99995	3.48773	0.39911	-0.95406	3.48330	0.41446	0.01559	781	0.76233
PLANE	70	0.01842	0.00384	0.99982	3.15827	0.18132	-0.59467	3.15777	1.44670	0.01685	2053	0.74800
PLANE	70	-0.05229	-0.01322	0.99854	3.34910	-0.99873	-0.61718	3.29351	0.69897	0.01866	2289	0.72823
PLANE	70	-0.02846	0.03088	0.99912	3.00827	0.51292	0.08828	3.02281	0.68375	0.01969	1305	0.71751
BOX	70	teddy bear	0.87082	-0.05706	-0.05372	1.33300	0.55401	0.59105	0.61120
BOX	70	chair	0.33962	-0.07191	0.09461	1.45060	0.65617	1.02236	2.87720
PLANE	75	-0.01121	0.99935	0.03425	0.85493	-0.11771	0.77565	2.29092	0.75665	0.00777	2674	0.86547
PLANE	75	-0.02353	-0.02797	0.99933	3.47883	0.39977	-0.89571	3.46550	0.41833	0.01559	914	0.76226
PLANE	75	-0.03480	-0.00573	0.99938	2.99446	0.60440	0.01118	3.01744	0.81829	0.01867	1559	0.72817
PLANE	75	0.02496	0.00096	0.99969	3.14652	0.15557	-0.55905	3.14415	1.42581	0.01884	1887	0.72636
PLANE	75	-0.04223	-0.02900	0.99869	3.33648	-0.97223	-0.61128	3.28201	0.68816	0.01887	2800	0.72605
BOX	75	teddy bear	0.87742	-0.04321	0.03819	1.34300	0.55038	0.62928	0.56320
BOX	75	chair	0.35633	-0.03133	0.15146	1.39220	0.58669	0.88146	1.87200
PLANE	80	-0.14143	0.97085	0.19351	1.01058	-0.20341	0.58695	2.12893	0.76970	0.00948	4060	0.84059
PLANE	80	0.17097	0.14725	0.97421	1.19636	-0.10083	0.08885	1.23230	0.22595	0.01902	744	0.72442
PLANE	80	-0.06180	-0.13538	0.98886	3.39614	-0.26370	-0.74714	3.31562	0.94130	0.01986	1280	0.71569
PLANE	80	0.00601	0.02184	0.99974	3.00946	0.00471	-0.63543	3.02409	1.26976	0.02134	1525	0.70085
PLANE	80	0.86501	-0.01751	0.50144	2.20203	0.97708	0.10335	2.70948	0.60195	0.02214	572	0.69309
PLANE	80	0.01384	0.00752	0.99988	3.12844	0.02130	-0.53984	3.13260	1.15615	0.02281	1978	0.68668
BOX	80	teddy bear	0.69776	-0.09242	-0.01361	1.32280	0.52420	0.71202	0.39400
BOX	80	book	0.44097	0.94431	-1.24853	3.00880	0.12796	0.43110	0.16080
PLANE	85	-0.11704	0.98206	0.14782	1.07782	-0.24365	0.72849	2.25866	0.78985	0.01008	2468	0.83217
PLANE	85	-0.02826	-0.15409	0.98765	3.50904	0.31707	-0.81173	3.43533	0.41425	0.01986	830	0.71576
PLANE	85	0.01723	0.03479	0.99925	3.25764	0.28621	-0.34874	3.26731	1.09469	0.02032	1478	0.71103
PLANE	85	-0.00108	0.00274	1.00000	3.01062	-0.66568	-0.70173	3.01183	1.11221	0.02086	882	0.70560
PLANE	85	0.00801	-0.02142	0.99974	3.17186	0.18132	-0.55994	3.15924	1.11336	0.02254	2227	0.68931
BOX	85	teddy bear	0.85863	-0.23273	0.06809	1.34300	0.56077	0.68909	0.60120
PLANE	90	0.01013	0.93942	0.34261	1.20442	-0.05700	0.51125	2.11528	0.75067	0.00888	4602	0.84915
PLANE	90	-0.01938	-0.00047	0.99981	2.88828	-0.53196	-0.77483	2.87815	1.09146	0.01834	473	0.73161
PLANE	90	-0.02475	-0.10726	0.99392	3.21111	-0.17547	-0.66924	3.15415	0.92549	0.02134	1112	0.70083
PLANE	90	-0.00134	-0.06929	0.99760	3.05862	-0.23574	-0.88617	3.00413	0.98807	0.02161	718	0.69822
PLANE	90	0.00536	0.02323	0.99972	3.24028	0.11256	-0.70987	3.25709	0.85713	0.02187	702	0.69572
BOX	90	teddy bear	0.61735	-0.25414	0.02843	1.31280	0.57100	0.84136	1.11560
BOX	90	chair	0.58024	-0.25805	0.08049	1.33300	0.57463	0.95755	0.97920
PLANE	95	0.85815	-0.01698	0.51312	2.51385	1.13915	-0.67796	2.97157	0.44862	0.01790	1001	0.73634
PLANE	95	0.00042	-0.00531	0.99999	2.86359	-0.75457	-0.41476	2.86174	1.06506	0.01877	584	0.72706
PLANE	95	0.01394	-0.02648	0.99955	3.17169	-0.02351	-0.39794	3.16289	0.79994	0.02117	865	0.70253
PLANE	95	-0.02157	0.01374	0.99967	3.30361	0.02338	-0.61678	3.31367	0.78470	0.02247	1546	0.68991
PLANE	95	-0.03057	-0.02419	0.99924	3.45151	0.00809	-0.57693	3.44042	0.61190	0.02345	629	0.68071
PLANE	95	-0.00078	-0.01781	0.99984	2.99606	-0.55163	-0.45099	2.98807	1.08191	0.02346	786	0.68065
BOX	95	person	0.46702	-0.38581	0.20011	1.24240	0.59561	0.65672	0.60120
BOX	95	microwave	0.45875	0.63502	0.53978	2.66300	0.84424	0.74249	0.40800
BOX	95	remote	0.33661	-0.25001	0.30921	1.31780	0.04840	0.07910	0.03040
PLANE	100	0.84378	-0.01786	0.53639	2.54758	1.09759	-0.45831	3.00766	0.52601	0.01866	1430	0.72824
PLANE	100	-0.01307	0.00375	0.99991	2.87740	-0.66908	-0.09513	2.86927	1.17324	0.01910	878	0.72356
PLANE	100	-0.04325	-0.02356	0.99879	3.45403	0.02333	-0.60899	3.44487	0.64752	0.01936	1022	0.72085
PLANE	100	-0.02154	0.02322	0.99950	3.30945	-0.19138	-0.52871	3.31927	0.85316	0.02106	1432	0.70367
PLANE	100	-0.01757	0.00681	0.99982	3.16097	-0.22283	-0.15445	3.15867	0.83795	0.02233	920	0.69127
PLANE	100	-0.00098	0.02805	0.99961	2.97815	-0.63868	-0.27159	2.98631	1.14360	0.02315	1005	0.68354
BOX	100	teddy bear	0.89815	-0.39247	0.30394	1.22940	0.52046	0.43799	0.33400
BOX	100	laptop	0.66569	0.92600	0.24804	2.93240	0.62355	0.39744	0.99720
BOX	100	microwave	0.33761	0.62472	0.74602	2.66300	0.82365	0.70124	0.45440
PLANE	105	0.10450	0.98527	0.13539	1.28325	0.55623	0.90123	2.49045	0.33910	0.01036	854	0.82841
PLANE	105	-0.01494	-0.00324	0.99988	2.88188	-0.64541	-0.14421	2.87210	1.12194	0.01841	851	0.73084
PLANE	105	-0.02486	0.02157	0.99946	3.31209	-0.25665	-0.54089	3.31918	0.78545	0.02025	1198	0.71171
PLANE	105	-0.04599	-0.00835	0.99891	3.45106	0.07432	-0.65538	3.45278	0.58883	0.02097	811	0.70451
PLANE	105	-0.01468	0.01486	0.99978	2.97674	-0.58723	-0.21666	2.97199	1.14410	0.02125	1155	0.70175
PLANE	105	0.01004	-0.02507	0.99964	3.16829	-0.36836	-0.36954	3.16388	0.83641	0.02283	943	0.68652
BOX	105	laptop	0.96522	0.96780	-0.00181	2.98260	0.61692	0.39270	0.95520
BOX	105	teddy bear	0.55390	-0.26161	0.28394	1.25140	0.66041	0.50156	3.38600
BOX	105	keyboard	0.42889	0.77640	0.10637	2.42160	0.45407	0.10315	0.73960
BOX	105	book	0.33042	-0.19895	-0.97424	3.35860	0.19477	0.30564	0.12880
BOX	105	book	0.32563	-0.08943	-0.99015	3.39080	0.13109	0.29544	0.19920
BOX	105	cat	0.31640	-0.26161	0.28394	1.25140	0.66041	0.50156	3.38600
BOX	105	book	0.30043	-0.40885	-0.94516	3.17360	0.09816	0.33796	0.05840
PLANE	110	-0.67737	-0.01861	0.73541	3.07976	-1.35247	-0.49807	2.92948	0.44615	0.01853	1168	0.72958
PLANE	110	-0.00268	-0.00537	0.99998	2.86164	-0.58919	0.30256	2.86174	1.13792	0.01919	692	0.72260
PLANE	110	-0.01674	0.01073	0.99980	2.98416	-0.37549	-0.28497	2.98153	1.13315	0.02150	1040	0.69925
PLANE	110	-0.04926	-0.00272	0.99878	3.44352	0.19532	-0.64631	3.45559	0.54321	0.02179	791	0.69645
PLANE	110	-0.02224	0.02033	0.99955	3.30450	-0.22905	-0.54229	3.31193	0.81002	0.02254	1188	0.68932
PLANE	110	0.01438	-0.01004	0.99985	3.16983	-0.35473	-0.32168	3.17219	0.84836	0.02372	1082	0.67828
BOX	110	laptop	0.85730	0.90712	0.10804	2.90820	0.59591	0.36601	1.27240
BOX	110	teddy bear	0.82609	-0.30270	0.28931	1.20320	0.59310	0.44963	0.63160
BOX	110	keyboard	0.39955	0.74464	0.19584	2.45580	0.43200	0.09985	0.53480
BOX	110	chair	0.37532	-0.27359	0.28350	1.20820	0.58623	0.44682	0.62360
BOX	110	book	0.31684	-0.21518	-0.84418	3.35860	0.20127	0.29264	0.08051
BOX	110	refrigerator	0.30685	-1.43547	-0.38106	2.86000	0.65238	1.21273	0.28720
PLANE	115	0.75826	-0.13329	0.63819	2.66354	0.87559	-0.65637	2.99620	0.57717	0.01695	2426	0.74684
PLANE	115	-0.02015	0.00137	0.99980	3.31468	-0.39150	-0.50263	3.30816	0.66260	0.01923	718	0.72227
PLANE	115	-0.05718	-0.01045	0.99831	3.46952	-0.11744	-0.75474	3.46076	0.47649	0.01997	491	0.71458
PLANE	115	-0.04318	-0.00461	0.99906	3.19684	-0.71729	-0.32036	3.16737	0.66403	0.02051	658	0.70912
PLANE	115	-0.00098	-0.03105	0.99952	2.85791	-0.76270	0.14222	2.86296	1.06829	0.02229	805	0.69166
PLANE	115	0.00550	0.01222	0.99991	2.99561	-0.64738	-0.37330	3.00400	0.87282	0.02246	660	0.69006
BOX	115	teddy bear	0.89894	-0.27235	0.22785	1.16300	0.66771	0.53819	3.65720
BOX	115	laptop	0.84349	0.76145	-0.09847	3.11740	0.61467	0.37423	0.68760
BOX	115	keyboard	0.39963	0.78901	0.23428	1.42040	0.18122	0.14576	0.43840
BOX	115	potted plant	0.38359	1.35261	-0.31685	2.56440	0.47094	1.06753	0.50880
BOX	115	book	0.33790	-0.64580	-1.03965	3.08920	0.08958	0.37683	0.05640
BOX	115	chair	0.33678	-0.29805	0.19845	1.20320	0.70009	0.60338	3.84440
PLANE	120	0.07758	0.97246	0.21979	1.24159	0.49910	0.71196	2.32276	0.54447	0.01181	1744	0.80893
PLANE	120	0.75085	-0.17344	0.63730	2.70125	0.92637	-0.72149	2.95084	0.56585	0.01674	1640	0.74915
PLANE	120	-0.78334	-0.08430	0.61585	2.87069	-1.37842	-0.65198	2.81880	0.34981	0.01986	971	0.71575
PLANE	120	0.01918	-0.00050	0.99982	3.15132	-0.13870	-0.55131	3.15428	0.81433	0.02065	597	0.70773
PLANE	120	-0.01589	0.02011	0.99967	2.97805	-0.36792	-0.37192	2.98066	1.05341	0.02155	963	0.69883
PLANE	120	-0.03422	0.04093	0.99858	3.27491	-0.11789	-0.64071	3.30181	0.55264	0.02162	474	0.69815
BOX	120	laptop	0.85866	0.84815	-0.28524	2.95740	0.61743	0.38365	0.61720
BOX	120	cat	0.70697	-0.17634	0.18206	1.10380	0.64866	0.57918	3.31360
BOX	120	keyboard	0.41846	0.68068	-0.12450	2.49100	0.43338	0.09164	0.78440
BOX	120	book	0.40302	-0.27900	-1.29462	3.23300	0.11249	0.29421	0.18280
BOX	120	chair	0.39564	-0.44390	0.34564	1.01320	0.12927	0.17852	0.18920
BOX	120	book	0.38439	-0.57374	-1.25727	3.00880	0.10469	0.35537	0.15880
BOX	120	potted plant	0.37847	1.43070	-0.38076	2.52720	0.26869	0.72909	0.14880
BOX	120	book	0.35478	-0.38165	-1.29183	3.20280	0.19812	0.31007	0.07925
BOX	120	book	0.31575	-0.50700	-1.27083	3.17360	0.14724	0.27652	0.11240
PLANE	125	0.02749	0.96927	0.24444	1.24380	0.33300	0.68952	2.31678	0.75124	0.01147	1967	0.81346
PLANE	125	0.00762	-0.02064	0.99976	3.17484	0.05710	-0.58916	3.16301	0.71584	0.01854	513	0.72955
PLANE	125	-0.01700	0.01541	0.99974	2.97857	-0.36301	-0.39295	2.97924	1.03245	0.02108	944	0.70343
PLANE	125	-0.00861	0.04468	0.99896	3.25888	0.11931	-0.74892	3.29678	0.53476	0.02224	493	0.69212
PLANE	125	0.01078	-0.03934	0.99917	2.69349	-0.35137	-0.30610	2.68747	1.14433	0.02238	871	0.69079
PLANE	125	0.00114	0.00803	0.99997	2.85166	-0.40468	-0.28890	2.85454	0.99791	0.02263	886	0.68840
BOX	125	laptop	0.92143	0.94928	-0.30302	2.90820	0.64651	0.39980	1.00520
BOX	125	teddy bear	0.91903	-0.12108	0.15924	1.08660	0.62595	0.61013	3.22280
BOX	125	chair	0.63744	-0.43405	0.34543	1.08660	0.14703	0.24195	1.98840
BOX	125	chair	0.30324	-0.14510	-0.03216	1.34900	0.15646	0.26120	0.49240
PLANE	130	-0.07229	0.93129	0.35704	1.28142	0.00934	0.54527	2.16862	0.91772	0.01059	3404	0.82526
PLANE	130	-0.01131	-0.00944	0.99989	2.99413	-0.02812	-0.57607	2.98870	1.00255	0.02107	607	0.70356
PLANE	130	-0.00008	0.02391	0.99971	3.11539	0.28164	-0.71045	3.13329	0.72645	0.02203	522	0.69416
PLANE	130	-0.01639	0.01783	0.99971	2.69057	-0.17207	-0.50196	2.69749	1.03837	0.02281	704	0.68668
PLANE	130	-0.01299	0.01854	0.99974	2.58988	-0.39763	-0.55803	2.59572	0.93527	0.02290	574	0.68588
PLANE	130	-0.00161	0.01724	0.99985	2.84270	-0.12677	-0.51455	2.85179	0.96442	0.02316	844	0.68342
BOX	130	teddy bear	0.87409	-0.04925	0.10377	1.10080	0.58093	0.72041	1.69680
BOX	130	laptop	0.54249	1.08799	-0.45383	2.74740	0.66387	0.41493	1.12200
BOX	130	teddy bear	0.32717	-0.27336	-0.12479	1.08660	0.17434	0.49231	3.09840
BOX	130	laptop	0.30612	1.37211	0.31141	2.54540	0.40840	0.43863	2.41680
PLANE	135	0.81709	-0.07127	0.57208	2.76652	1.20403	-0.63833	3.03667	0.51258	0.01798	1284	0.73549
PLANE	135	-0.01130	0.01325	0.99985	2.85798	-0.26439	-0.24986	2.85874	0.94778	0.02080	748	0.70626
PLANE	135	0.00012	-0.02366	0.99972	2.70259	-0.37395	-0.13367	2.70023	0.97046	0.02184	931	0.69599
PLANE	135	-0.00066	-0.01492	0.99989	3.00996	0.00852	-0.36925	3.00479	1.05904	0.02271	937	0.68765
PLANE	135	-0.02775	-0.03399	0.99904	3.16129	-0.04028	-0.50142	3.14616	0.78097	0.02391	705	0.67646
PLANE	135	0.00941	0.01087	0.99990	3.29782	0.43334	-0.66459	3.30130	0.46223	0.02512	383	0.63733
PLANE	140	-0.01831	0.01170	0.99976	2.99595	0.45881	-0.50144	3.01093	0.89883	0.02135	1205	0.70079
PLANE	140	-0.01283	-0.03453	0.99932	3.13388	0.58422	-0.46824	3.12733	0.83199	0.02187	1535	0.69568
