# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg2_desk_with_person
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	0	0.01062	0.90770	0.41948	0.86634	0.12330	0.28355	1.44858	0.44956	0.01193	4911	0.80739
BOX	10	keyboard	0.91905	0.45584	0.23621	1.51380	0.51147	0.18014	0.27760
BOX	10	tv	0.91704	0.36038	-0.07435	1.63440	0.42044	0.42663	0.16818
BOX	10	teddy bear	0.87633	-0.33231	-0.36465	2.78560	0.42781	0.44376	0.61560
BOX	10	mouse	0.57467	0.82935	0.24773	1.49560	0.12633	0.08038	0.09680
BOX	10	potted plant	0.45697	-0.72439	0.14610	1.75800	0.72560	1.19448	1.15800
BOX	10	potted plant	0.37142	0.08023	-0.19708	1.91200	0.20555	0.31560	0.17880
PLANE	15	0.01576	0.90976	0.41482	0.86990	0.12924	0.29195	1.45184	0.44376	0.01154	4695	0.81243
BOX	15	tv	0.91664	0.36352	-0.07278	1.63440	0.42044	0.42350	0.16818
BOX	15	keyboard	0.90585	0.45439	0.23912	1.51380	0.50856	0.17433	0.26480
BOX	15	teddy bear	0.88910	-0.32949	-0.36747	2.80720	0.43112	0.44721	0.58120
BOX	15	mouse	0.54619	0.82493	0.25112	1.49020	0.12301	0.07723	0.08400
BOX	15	potted plant	0.49119	-0.71229	0.15135	1.74080	0.71516	1.16943	1.14480
BOX	15	potted plant	0.37634	0.08432	-0.19806	1.92160	0.20658	0.31719	0.62160
BOX	15	book	0.31912	0.87130	0.06292	1.79140	0.40924	0.23381	0.31840
PLANE	20	0.01783	0.91174	0.41039	0.86857	0.13584	0.29346	1.45858	0.44573	0.01183	4734	0.80869
BOX	20	tv	0.91198	0.36967	-0.07149	1.64080	0.42523	0.42830	0.17009
BOX	20	keyboard	0.89684	0.45875	0.24348	1.51380	0.51147	0.17724	0.26480
BOX	20	teddy bear	0.77053	-0.31602	-0.35400	2.80720	0.43651	0.45259	0.61560
BOX	20	potted plant	0.44819	-0.70409	0.15989	1.72480	0.71852	1.14544	1.14480
BOX	20	potted plant	0.38552	0.08801	-0.19069	1.92160	0.20658	0.31719	0.20000
BOX	20	mouse	0.38550	0.83222	0.25634	1.49560	0.12633	0.08038	0.08360
BOX	20	mouse	0.30266	-0.00796	0.07424	1.32020	0.08617	0.11656	0.14640
PLANE	25	0.01208	0.90948	0.41558	0.87311	0.13531	0.29349	1.45472	0.44276	0.01169	4703	0.81055
BOX	25	tv	0.92428	0.37439	-0.06992	1.64080	0.42208	0.42515	0.16883
BOX	25	keyboard	0.90515	0.46456	0.24348	1.51380	0.51147	0.17143	0.25200
BOX	25	teddy bear	0.84257	-0.30524	-0.36747	2.80720	0.43651	0.44721	0.61560
BOX	25	potted plant	0.55583	-0.70894	0.16527	1.78280	0.70503	1.20449	1.10640
BOX	25	potted plant	0.55333	0.09773	-0.19722	1.93140	0.20393	0.31510	0.20000
BOX	25	mouse	0.39078	-0.19504	0.14068	1.50200	0.15282	0.15279	0.25800
BOX	25	mouse	0.30884	0.83079	0.25634	1.49560	0.13494	0.08612	0.12240
PLANE	30	0.01248	0.91138	0.41137	0.87139	0.13352	0.29726	1.45565	0.44212	0.01164	4657	0.81118
BOX	30	tv	0.91510	0.37597	-0.06677	1.64080	0.42523	0.43145	0.17009
BOX	30	keyboard	0.91203	0.46456	0.24638	1.51380	0.50566	0.17724	0.27760
BOX	30	teddy bear	0.83419	-0.30794	-0.35670	2.80720	0.43112	0.44721	0.61560
BOX	30	potted plant	0.55831	-0.72595	0.16617	1.77420	0.74250	1.18846	1.14280
BOX	30	mouse	0.50432	0.83494	0.26256	1.49020	0.12015	0.07723	0.06040
BOX	30	potted plant	0.35875	0.09539	-0.19069	1.92160	0.20658	0.31719	0.60240
PLANE	35	0.01312	0.91053	0.41324	0.87560	0.14131	0.29829	1.45712	0.44212	0.01181	4678	0.80899
BOX	35	tv	0.92190	0.37282	-0.06520	1.64080	0.42523	0.42830	0.17009
BOX	35	keyboard	0.90470	0.46601	0.24638	1.51380	0.50856	0.17724	0.29280
BOX	35	teddy bear	0.88207	-0.30794	-0.35131	2.80720	0.43112	0.43643	0.54480
BOX	35	potted plant	0.51621	-0.71396	0.16029	1.76560	0.72873	1.17931	1.20520
BOX	35	mouse	0.33615	0.83923	0.26685	1.49020	0.11729	0.07437	0.06000
BOX	35	potted plant	0.31486	0.09539	-0.18700	1.92160	0.20658	0.31719	0.22160
PLANE	40	0.01018	0.91080	0.41273	0.87396	0.13429	0.29808	1.45641	0.44096	0.01180	4674	0.80902
BOX	40	tv	0.91957	0.37597	-0.06520	1.64080	0.42523	0.42830	0.17009
BOX	40	keyboard	0.90737	0.46747	0.24784	1.51380	0.50566	0.17433	0.26680
BOX	40	teddy bear	0.87097	-0.30255	-0.35939	2.80720	0.43112	0.45259	0.54480
BOX	40	potted plant	0.55865	-0.70552	0.16107	1.77420	0.70844	1.19186	1.19240
BOX	40	mouse	0.51194	0.83940	0.26639	1.49560	0.11772	0.07751	0.07080
BOX	40	potted plant	0.47054	0.09539	-0.18516	1.92160	0.20658	0.32088	0.64760
BOX	40	bottle	0.35420	-0.22299	-0.09168	2.01520	0.08124	0.23207	0.06680
PLANE	45	0.01052	0.91122	0.41178	0.87483	0.14611	0.30097	1.45475	0.43790	0.01173	4634	0.80993
BOX	45	tv	0.92338	0.37764	-0.05867	1.63440	0.42358	0.42663	0.16943
BOX	45	keyboard	0.91201	0.47183	0.25219	1.51380	0.50856	0.18305	0.27760
BOX	45	teddy bear	0.88060	-0.29716	-0.35400	2.80720	0.43112	0.44182	0.47360
BOX	45	mouse	0.64251	0.83940	0.26782	1.49560	0.12346	0.08612	0.12240
BOX	45	potted plant	0.47790	-0.69525	0.16527	1.78280	0.70503	1.19080	1.20520
PLANE	50	0.01238	0.91220	0.40957	0.87293	0.14240	0.30007	1.45873	0.44112	0.01159	4632	0.81183
BOX	50	tv	0.92354	0.38541	-0.06205	1.64080	0.42523	0.42830	0.17009
BOX	50	keyboard	0.92298	0.47764	0.25365	1.51380	0.50856	0.18014	0.26480
BOX	50	teddy bear	0.86754	-0.29177	-0.35131	2.80720	0.43112	0.44721	0.65840
BOX	50	mouse	0.60523	0.84352	0.27400	1.49020	0.10871	0.07723	0.06040
BOX	50	potted plant	0.50729	-0.70887	0.16686	1.80000	0.73948	1.20229	1.29560
BOX	50	bottle	0.35701	-0.21835	-0.08633	2.02600	0.07779	0.23721	0.06680
PLANE	55	0.01080	0.91200	0.41004	0.87273	0.14159	0.30090	1.45543	0.43928	0.01156	4599	0.81217
PLANE	55	-0.05400	-0.06993	0.99609	1.61803	0.28279	-0.04447	1.63660	0.30833	0.02162	832	0.69815
BOX	55	keyboard	0.92779	0.47909	0.25219	1.51380	0.51147	0.17724	0.26480
BOX	55	tv	0.92736	0.38862	-0.06180	1.63440	0.42044	0.42663	0.16818
BOX	55	teddy bear	0.87502	-0.28099	-0.34861	2.80720	0.43112	0.45259	0.58120
BOX	55	mouse	0.49496	0.84495	0.27400	1.49020	0.10585	0.07151	0.06040
BOX	55	potted plant	0.42652	0.11998	-0.18610	1.93140	0.20393	0.32251	0.20240
BOX	55	potted plant	0.42258	-0.71749	0.15671	1.78280	0.76321	1.19422	1.30840
PLANE	60	0.01108	0.91199	0.41006	0.87590	0.14470	0.30293	1.45837	0.43922	0.01168	4578	0.81058
PLANE	60	-0.06771	-0.06821	0.99537	1.60864	0.27983	-0.03388	1.63284	0.30601	0.02087	863	0.70556
BOX	60	tv	0.92741	0.39176	-0.05710	1.63440	0.42044	0.42350	0.16818
BOX	60	keyboard	0.92582	0.48200	0.25655	1.51380	0.51147	0.18014	0.26480
BOX	60	teddy bear	0.82787	-0.28099	-0.34861	2.80720	0.43112	0.45259	0.58120
BOX	60	potted plant	0.50380	0.11998	-0.18425	1.93140	0.20393	0.31881	0.20000
BOX	60	potted plant	0.41358	-0.68498	0.16527	1.78280	0.69819	1.19080	1.28240
BOX	60	vase	0.34084	-0.76050	0.64170	2.00440	0.32707	0.46551	0.77040
PLANE	65	0.01065	0.91164	0.41086	0.87576	0.14382	0.30110	1.45972	0.44365	0.01191	4631	0.80764
PLANE	65	-0.03792	-0.06133	0.99740	1.62746	0.27837	-0.04409	1.63958	0.30536	0.02205	785	0.69397
BOX	65	tv	0.92032	0.38234	-0.05553	1.63440	0.42671	0.42036	0.17069
BOX	65	keyboard	0.91129	0.47159	0.25709	1.50840	0.50385	0.17660	0.24720
BOX	65	teddy bear	0.89228	-0.28638	-0.35400	2.80720	0.43112	0.44182	0.58120
BOX	65	mouse	0.57947	0.84371	0.27643	1.49560	0.11485	0.07464	0.06000
BOX	65	potted plant	0.51596	-0.71408	0.16950	1.79140	0.73938	1.19654	1.20520
BOX	65	potted plant	0.32033	0.11199	-0.17778	1.92160	0.20289	0.31350	0.14000
PLANE	70	0.00738	0.91176	0.41065	0.87615	0.13634	0.30475	1.45449	0.43978	0.01147	4578	0.81343
BOX	70	tv	0.92181	0.37597	-0.05260	1.64080	0.42523	0.42200	0.17009
BOX	70	keyboard	0.90536	0.46725	0.25998	1.50840	0.50675	0.17660	0.23440
BOX	70	teddy bear	0.89027	-0.29985	-0.34861	2.80720	0.42573	0.44182	0.58760
BOX	70	mouse	0.50089	0.83420	0.27568	1.48380	0.11964	0.07689	0.07320
BOX	70	potted plant	0.49719	-0.70381	0.16277	1.77420	0.71185	1.18165	1.20520
BOX	70	potted plant	0.41976	0.09773	-0.18239	1.93140	0.20393	0.31510	0.15920
BOX	70	bottle	0.36813	-0.22224	-0.08245	2.02600	0.08557	0.22943	0.04320
PLANE	75	0.00543	0.91309	0.40772	0.87354	0.13242	0.30386	1.46023	0.44427	0.01150	4607	0.81297
BOX	75	tv	0.91965	0.37439	-0.05102	1.64080	0.42208	0.41885	0.16883
BOX	75	keyboard	0.90483	0.45875	0.25655	1.51380	0.51147	0.18595	0.30800
BOX	75	teddy bear	0.88352	-0.30255	-0.34861	2.80720	0.43112	0.44182	0.58120
BOX	75	mouse	0.76530	0.83351	0.27830	1.49020	0.12301	0.08009	0.08400
BOX	75	potted plant	0.47345	-0.71764	0.15960	1.75800	0.72560	1.16748	1.20520
BOX	75	potted plant	0.42951	0.09539	-0.17778	1.92160	0.20658	0.32088	0.62840
PLANE	80	0.00553	0.91256	0.40890	0.87525	0.13607	0.30449	1.45911	0.44244	0.01155	4642	0.81239
BOX	80	tv	0.91831	0.37282	-0.04945	1.64080	0.41893	0.42200	0.16757
BOX	80	keyboard	0.87385	0.45584	0.26091	1.51380	0.51147	0.18305	0.26480
BOX	80	teddy bear	0.82118	-0.31333	-0.34323	2.80720	0.43112	0.45259	0.61560
BOX	80	mouse	0.47458	0.82636	0.27973	1.49020	0.12587	0.08295	0.08400
BOX	80	potted plant	0.45839	-0.70926	0.15570	1.73340	0.71212	1.15447	1.15560
BOX	80	potted plant	0.45567	0.09217	-0.17869	1.93140	0.20763	0.32251	0.60240
PLANE	85	0.00087	0.91035	0.41383	0.87212	0.13406	0.29524	1.45768	0.44576	0.01196	4750	0.80699
BOX	85	tv	0.92634	0.37293	-0.06494	1.63440	0.42044	0.42036	0.16818
BOX	85	keyboard	0.90861	0.45923	0.24888	1.52020	0.51655	0.18090	0.28200
BOX	85	teddy bear	0.86596	-0.31063	-0.37286	2.80720	0.42573	0.44721	0.51040
BOX	85	mouse	0.54961	0.82922	0.27400	1.49020	0.12587	0.07723	0.08400
BOX	85	potted plant	0.49673	-0.71229	0.14801	1.74080	0.73521	1.16943	1.13200
BOX	85	potted plant	0.43889	0.09539	-0.19438	1.92160	0.20658	0.31719	0.17840
PLANE	90	0.00224	0.90967	0.41533	0.87609	0.13461	0.29697	1.45823	0.44531	0.01191	4746	0.80767
BOX	90	tv	0.90889	0.36509	-0.06180	1.63440	0.41730	0.42036	0.16692
BOX	90	keyboard	0.90291	0.45339	0.25034	1.52020	0.51071	0.17799	0.29280
BOX	90	teddy bear	0.78864	-0.31602	-0.36478	2.80720	0.43651	0.45259	0.58120
BOX	90	mouse	0.66749	0.82207	0.27400	1.49020	0.12301	0.07723	0.08400
BOX	90	potted plant	0.56679	-0.72270	0.15622	1.75800	0.72222	1.18098	1.13200
BOX	90	potted plant	0.39061	0.08846	-0.18795	1.93140	0.20022	0.31881	0.18080
BOX	90	mouse	0.31678	-0.20569	0.14152	1.49560	0.15217	0.15501	0.27320
PLANE	95	0.00272	0.91018	0.41420	0.87848	0.13310	0.30012	1.46056	0.44828	0.01193	4774	0.80732
PLANE	95	-0.05714	-0.05756	0.99671	1.62395	0.25342	-0.04597	1.64119	0.31514	0.02144	779	0.69991
BOX	95	tv	0.91561	0.35392	-0.05260	1.64080	0.41893	0.42200	0.16757
BOX	95	keyboard	0.89871	0.44464	0.25764	1.52020	0.50488	0.18090	0.25400
BOX	95	teddy bear	0.87452	-0.32949	-0.35131	2.80720	0.43112	0.45798	0.61560
BOX	95	potted plant	0.60313	-0.72257	0.16235	1.73340	0.71877	1.16113	1.05000
BOX	95	mouse	0.55579	0.80999	0.27852	1.48380	0.12248	0.07689	0.08400
BOX	95	mouse	0.33582	-0.21378	0.14933	1.50200	0.14994	0.15279	0.24280
PLANE	100	0.00126	0.91243	0.40923	0.87308	0.11683	0.29930	1.46579	0.45495	0.01190	4787	0.80775
BOX	100	tv	0.91637	0.34447	-0.05575	1.64080	0.41893	0.42200	0.16757
BOX	100	keyboard	0.90574	0.42824	0.25510	1.51380	0.50275	0.18305	0.29280
BOX	100	teddy bear	0.82794	-0.34300	-0.35395	2.78560	0.43850	0.44376	0.65000
BOX	100	mouse	0.59070	0.79632	0.27687	1.49020	0.12873	0.07723	0.10760
BOX	100	mouse	0.33662	-0.22435	0.14869	1.49560	0.15504	0.15214	0.28400
BOX	100	potted plant	0.31743	-0.72076	0.15754	1.71720	0.70216	1.15028	1.05440
BOX	100	cell phone	0.30487	-0.26555	-0.08781	2.01520	0.08124	0.23981	0.06440
PLANE	105	0.00155	0.91013	0.41433	0.87857	0.11834	0.29695	1.46774	0.45769	0.01238	4915	0.80150
BOX	105	keyboard	0.92073	0.41399	0.25472	1.52020	0.50780	0.18090	0.26680
BOX	105	tv	0.90824	0.32708	-0.05601	1.64840	0.42087	0.41763	0.16835
BOX	105	teddy bear	0.73705	-0.37261	-0.36208	2.80720	0.43112	0.45798	0.61560
BOX	105	mouse	0.56053	0.78631	0.27543	1.49020	0.11443	0.06865	0.07320
BOX	105	potted plant	0.49667	-0.72539	0.15932	1.70100	0.67268	1.14596	1.03080
BOX	105	potted plant	0.46834	0.04582	-0.18239	1.93140	0.19651	0.31510	0.17840
BOX	105	mouse	0.42805	-0.04489	0.07963	1.32560	0.08907	0.11704	0.16560
PLANE	110	-0.00057	0.91191	0.41039	0.87673	0.10523	0.30153	1.46646	0.45776	0.01189	4844	0.80790
BOX	110	tv	0.92421	0.30651	-0.05284	1.64840	0.41771	0.41763	0.17440
BOX	110	keyboard	0.92417	0.40260	0.25436	1.52680	0.50707	0.17876	0.29680
BOX	110	teddy bear	0.74041	-0.39648	-0.34861	2.78560	0.41711	0.44376	0.61560
BOX	110	mouse	0.72169	0.76619	0.27500	1.49560	0.12059	0.07176	0.09680
BOX	110	potted plant	0.66410	-0.73036	0.15537	1.69360	0.65350	1.13447	0.99000
BOX	110	potted plant	0.49574	0.02728	-0.18239	1.93140	0.19651	0.31510	0.20240
PLANE	115	-0.00344	0.91211	0.40993	0.87490	0.09159	0.29758	1.47290	0.46559	0.01209	5012	0.80530
BOX	115	tv	0.91989	0.27803	-0.05601	1.64840	0.41771	0.41763	0.17440
BOX	115	keyboard	0.91073	0.36903	0.25502	1.53960	0.50245	0.17730	0.27320
BOX	115	potted plant	0.68234	-0.74489	0.15629	1.68600	0.61496	1.13261	0.89080
BOX	115	teddy bear	0.62346	-0.44266	-0.35400	2.80720	0.40957	0.45259	0.61560
BOX	115	mouse	0.57285	0.73773	0.27253	1.51380	0.12206	0.08426	0.11200
BOX	115	potted plant	0.30796	-0.00423	-0.18425	1.93140	0.19280	0.31139	0.62840
PLANE	120	0.00064	0.91243	0.40924	0.87509	0.05573	0.29507	1.48036	0.47663	0.01249	5159	0.80009
BOX	120	tv	0.91626	0.21411	-0.05308	1.65580	0.41641	0.42586	0.20440
BOX	120	keyboard	0.90879	0.31435	0.25649	1.53960	0.49950	0.18026	0.25800
BOX	120	mouse	0.64290	0.68105	0.26315	1.52680	0.12603	0.07912	0.08840
BOX	120	potted plant	0.62376	-0.75347	0.15465	1.63440	0.53339	1.08540	0.76600
BOX	120	teddy bear	0.55714	-0.49974	-0.33278	2.76520	0.47776	0.46705	1.22680
BOX	120	cup	0.43728	0.77543	0.20773	1.53960	0.13891	0.13593	0.11640
BOX	120	potted plant	0.41731	-0.07839	-0.18054	1.93140	0.19280	0.31139	0.15920
PLANE	125	-0.00569	0.91314	0.40762	0.86945	0.01934	0.29403	1.47458	0.47646	0.01223	5217	0.80347
BOX	125	tv	0.91577	0.14670	-0.06233	1.64840	0.42087	0.42396	0.20440
BOX	125	keyboard	0.85477	0.25229	0.25058	1.53960	0.49359	0.17435	0.24520
BOX	125	potted plant	0.73319	-0.78123	0.14710	1.62040	0.46039	1.08232	0.68000
BOX	125	teddy bear	0.61410	-0.60060	-0.34605	2.76520	0.45652	0.45113	1.22680
BOX	125	cup	0.57141	0.72231	0.19920	1.56540	0.14124	0.13821	0.16120
BOX	125	cup	0.34384	0.89933	0.16600	1.68600	0.16183	0.11003	0.15520
PLANE	130	-0.00647	0.91202	0.41010	0.87057	-0.00366	0.29227	1.47279	0.47788	0.01220	5252	0.80389
BOX	130	keyboard	0.93566	0.21330	0.24721	1.54620	0.49273	0.17806	0.26040
BOX	130	tv	0.91085	0.10398	-0.05917	1.64840	0.41771	0.42396	0.20440
BOX	130	mouse	0.68437	-0.23567	0.08047	1.33960	0.09515	0.11827	0.16560
BOX	130	potted plant	0.65683	-0.78913	0.15067	1.59240	0.40963	1.06974	0.70800
BOX	130	mouse	0.62780	0.58228	0.25121	1.55260	0.12220	0.08344	0.09040
BOX	130	cup	0.56650	0.68160	0.19702	1.57200	0.13882	0.13879	0.10520
BOX	130	bowl	0.36195	0.84916	0.16115	1.68600	0.17154	0.11326	0.17000
BOX	130	vase	0.35688	-1.04125	0.59438	1.90220	0.29214	0.47098	0.70600
PLANE	135	-0.00652	0.91741	0.39790	0.87327	-0.02072	0.30805	1.48412	0.48306	0.01237	5148	0.80167
PLANE	135	-0.45019	-0.02735	0.89252	1.43626	0.12537	0.05624	1.67419	0.32893	0.01393	1280	0.78211
BOX	135	keyboard	0.92172	0.19252	0.26650	1.54620	0.49273	0.18697	0.27320
BOX	135	tv	0.91604	0.07902	-0.04355	1.65580	0.43230	0.42586	0.20880
BOX	135	potted plant	0.68118	-0.77835	0.15287	1.55260	0.38151	1.00724	0.65000
BOX	135	cup	0.59192	0.65710	0.21145	1.57840	0.13938	0.13633	0.11000
BOX	135	mouse	0.55547	0.56304	0.26830	1.56540	0.12321	0.08413	0.09040
BOX	135	bowl	0.49692	0.83479	0.18145	1.70960	0.16738	0.11157	0.15920
BOX	135	teddy bear	0.36430	-0.66467	-0.29082	2.74480	0.47423	0.47941	0.90600
PLANE	140	0.00069	0.91784	0.39694	0.88853	0.00056	0.31940	1.49988	0.48514	0.01268	5079	0.79766
PLANE	140	-0.46003	-0.03971	0.88701	1.43444	0.12433	0.07696	1.68509	0.33353	0.01511	1284	0.76788
BOX	140	keyboard	0.93498	0.18955	0.28430	1.54620	0.48680	0.18697	0.27320
BOX	140	tv	0.90738	0.07938	-0.02299	1.66340	0.43428	0.42462	0.19360
BOX	140	bowl	0.77871	0.83643	0.19786	1.70960	0.16410	0.11157	0.14200
BOX	140	potted plant	0.67918	-0.78455	0.16696	1.55900	0.37710	0.99643	0.64560
BOX	140	mouse	0.59817	0.55316	0.28727	1.54620	0.11576	0.07419	0.07760
BOX	140	cup	0.40827	0.65710	0.23115	1.57840	0.13332	0.13936	0.11000
BOX	140	mouse	0.37408	0.65559	0.23266	1.57840	0.13635	0.14239	0.09480
BOX	140	teddy bear	0.34348	-0.67455	-0.27910	2.78560	0.47059	0.45446	0.69280
BOX	140	potted plant	0.34136	-0.22782	-0.13859	1.94100	0.19376	0.30921	0.82000
BOX	140	vase	0.30155	-0.97104	0.56174	1.74940	0.24180	0.39621	0.78360
PLANE	145	-0.00588	0.92543	0.37888	0.88616	-0.02216	0.33736	1.51454	0.48955	0.01209	4940	0.80524
PLANE	145	-0.45527	-0.04466	0.88923	1.45048	0.11760	0.08966	1.69588	0.33273	0.01518	1320	0.76712
BOX	145	keyboard	0.91697	0.16798	0.30634	1.55260	0.48583	0.18774	0.26240
BOX	145	tv	0.89694	0.06210	0.00416	1.67100	0.42664	0.42336	0.21320
BOX	145	potted plant	0.68484	-0.79353	0.17444	1.55900	0.35914	0.96950	0.58560
BOX	145	cup	0.42214	0.63391	0.25642	1.58480	0.13691	0.13992	0.10960
PLANE	150	-0.01423	0.92939	0.36881	0.88819	-0.04556	0.34701	1.53204	0.50226	0.01273	4956	0.79702
PLANE	150	-0.12507	0.05233	0.99077	1.64161	-0.05606	0.03260	1.64811	0.22197	0.02083	710	0.70594
BOX	150	keyboard	0.94821	0.13370	0.32422	1.55260	0.48881	0.18178	0.26240
BOX	150	tv	0.88901	0.03015	0.01868	1.67840	0.42853	0.42201	0.19800
BOX	150	mouse	0.59930	0.50053	0.32978	1.57200	0.12071	0.07845	0.10520
BOX	150	cup	0.57304	0.60114	0.27403	1.59880	0.13505	0.14116	0.11200
BOX	150	potted plant	0.49878	-0.80482	0.17895	1.54620	0.32057	0.94967	0.60920
BOX	150	bowl	0.44761	0.78486	0.24658	1.74080	0.16041	0.11026	0.16360
PLANE	155	-0.01542	0.92990	0.36750	0.89650	-0.05885	0.35903	1.52852	0.49809	0.01259	4918	0.79882
PLANE	155	-0.17925	0.04994	0.98253	1.63640	-0.04866	0.03667	1.65475	0.20140	0.01993	780	0.71499
BOX	155	keyboard	0.92766	0.09605	0.33475	1.54620	0.48383	0.18697	0.26240
BOX	155	tv	0.90911	-0.00851	0.03156	1.67840	0.42853	0.42201	0.19800
BOX	155	mouse	0.60136	0.46237	0.34342	1.56540	0.10818	0.07812	0.09240
BOX	155	potted plant	0.59973	-0.82160	0.19363	1.53320	0.27079	0.94463	0.72120
BOX	155	bowl	0.51546	0.73993	0.26050	1.73340	0.16305	0.11312	0.14640
BOX	155	cup	0.51088	0.55899	0.28668	1.59240	0.13451	0.13754	0.12480
BOX	155	book	0.34086	-0.87523	0.10775	2.09480	0.26944	0.16485	0.28640
PLANE	160	-0.02507	0.92800	0.37174	0.89120	-0.07185	0.34999	1.51883	0.49922	0.01232	5008	0.80226
PLANE	160	-0.20241	0.01642	0.97916	1.62958	-0.07079	0.02496	1.64921	0.20136	0.01982	855	0.71610
BOX	160	keyboard	0.94055	0.08863	0.32437	1.54620	0.48680	0.18400	0.26240
BOX	160	tv	0.88283	-0.01173	0.02190	1.67840	0.43498	0.42201	0.18080
BOX	160	potted plant	0.66724	-0.81121	0.17602	1.50840	0.26061	0.94093	0.73160
BOX	160	mouse	0.65694	0.45299	0.33603	1.55900	0.11074	0.07780	0.09240
BOX	160	cup	0.54155	0.55135	0.28210	1.59240	0.13145	0.14059	0.13760
BOX	160	bowl	0.48343	0.73660	0.25717	1.73340	0.16305	0.11312	0.14640
PLANE	165	-0.02104	0.92857	0.37055	0.89345	-0.07239	0.35080	1.52796	0.50515	0.01263	5006	0.79833
PLANE	165	-0.47521	-0.08361	0.87589	1.46919	0.03748	0.12981	1.71009	0.36231	0.01798	1324	0.73546
BOX	165	keyboard	0.94517	0.08303	0.32720	1.55260	0.48285	0.18774	0.28840
BOX	165	tv	0.89864	-0.02612	0.02020	1.67100	0.43627	0.41694	0.18080
BOX	165	cup	0.69517	0.54524	0.27904	1.59240	0.13145	0.14059	0.13800
BOX	165	potted plant	0.57609	-0.81007	0.17453	1.49560	0.24692	0.94443	0.76400
BOX	165	mouse	0.46638	0.44884	0.33741	1.56540	0.11119	0.07812	0.10560
BOX	165	bowl	0.42832	0.73473	0.25159	1.74080	0.15373	0.11360	0.16360
PLANE	170	-0.01013	0.92789	0.37271	0.88789	-0.08039	0.34481	1.52163	0.49951	0.01235	4995	0.80193
PLANE	170	0.02094	0.92460	0.38036	1.68902	1.33668	0.24673	3.76718	1.13348	0.01376	1247	0.78417
PLANE	170	-0.48443	-0.09910	0.86920	1.46408	0.04296	0.13758	1.72403	0.39757	0.01911	1360	0.72346
BOX	170	keyboard	0.91438	0.05746	0.31991	1.54620	0.48977	0.19290	0.28600
BOX	170	tv	0.90260	-0.05178	0.01539	1.67100	0.44910	0.42656	0.18080
BOX	170	potted plant	0.60867	-0.83506	0.18032	1.52020	0.22763	0.94245	0.77880
BOX	170	mouse	0.55232	0.52231	0.26529	1.59240	0.12839	0.13754	0.10960
BOX	170	mouse	0.43134	0.42810	0.32073	1.57200	0.11468	0.08448	0.11840
BOX	170	cup	0.36239	0.52384	0.26376	1.59240	0.13145	0.14059	0.18280
PLANE	175	-0.00588	0.92583	0.37790	0.89023	-0.08504	0.34057	1.52003	0.49916	0.01196	4976	0.80696
PLANE	175	0.02430	0.92300	0.38404	1.68935	1.30578	0.26031	3.69070	1.16131	0.01430	1287	0.77766
PLANE	175	-0.45641	-0.07449	0.88665	1.49396	0.01981	0.11883	1.70514	0.36821	0.01716	1342	0.74452
BOX	175	keyboard	0.92807	0.05152	0.31546	1.54620	0.49570	0.19587	0.30120
