# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg3_structure_notexture_far
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	25	-0.48522	-0.20545	0.84991	2.36521	-0.91347	-0.23256	2.20517	0.48030	0.01163	2465	0.81123
PLANE	25	0.27124	-0.00814	0.96248	4.22603	1.71402	-1.05328	3.89883	0.40754	0.02045	650	0.70977
BOX	25	refrigerator	0.38539	-0.24423	-0.04750	1.69600	1.53951	1.45632	0.80400
PLANE	30	-0.44443	-0.21133	0.87053	1.40699	0.01610	-0.06239	1.60932	0.44632	0.00780	7917	0.86504
PLANE	30	0.03197	0.96179	0.27193	1.04823	0.20602	0.49077	2.09476	0.90243	0.00898	3281	0.84781
PLANE	30	-0.49673	-0.19405	0.84594	2.34892	-0.89951	-0.21490	2.19923	0.49808	0.01231	2426	0.80247
PLANE	30	0.17229	-0.01492	0.98493	4.16408	1.73225	-1.04019	3.90901	0.40554	0.02043	532	0.70996
BOX	30	refrigerator	0.43012	-0.25057	-0.04750	1.69600	1.52684	1.45632	0.79400
PLANE	35	-0.45554	-0.21228	0.86454	1.38812	0.02971	-0.06400	1.60557	0.44663	0.00788	7902	0.86379
PLANE	35	0.03761	0.96155	0.27205	1.04555	0.24806	0.47687	2.12352	0.92961	0.00901	3344	0.84728
PLANE	35	-0.50098	-0.19082	0.84416	2.33103	-0.89341	-0.21085	2.18349	0.49651	0.01228	2477	0.80289
PLANE	35	0.18888	-0.00992	0.98195	4.17949	1.74335	-1.06214	3.91025	0.39796	0.01973	542	0.71702
PLANE	35	0.36846	-0.09610	0.92466	4.38288	1.54929	-0.97402	4.02138	0.41492	0.01999	447	0.71440
BOX	35	refrigerator	0.46255	-0.24623	-0.04258	1.68800	1.52595	1.45258	0.80800
PLANE	40	-0.47190	-0.18919	0.86112	1.36320	0.03809	-0.05298	1.59229	0.44750	0.00758	7994	0.86843
PLANE	40	0.03623	0.96444	0.26180	1.04717	0.26827	0.48939	2.15992	0.95746	0.00970	3040	0.83748
PLANE	40	-0.51219	-0.17532	0.84079	2.30360	-0.87139	-0.18676	2.17004	0.52172	0.01213	2478	0.80483
PLANE	40	0.13951	-0.01617	0.99009	4.13302	1.76640	-1.00554	3.90908	0.40340	0.02016	566	0.71265
PLANE	45	0.86242	-0.14974	0.48353	0.39445	-0.51876	-0.13481	1.69926	0.39986	0.00463	1469	0.91525
PLANE	45	-0.47598	-0.20957	0.85412	1.33596	0.06601	-0.05822	1.58663	0.44375	0.00759	7778	0.86819
PLANE	45	0.02359	0.96109	0.27524	1.04782	0.22960	0.48082	2.10828	0.93880	0.00933	3215	0.84278
PLANE	45	-0.52668	-0.19185	0.82813	2.27340	-0.84484	-0.21510	2.15808	0.52553	0.01190	2552	0.80773
PLANE	45	0.18952	-0.01304	0.98179	4.18650	1.75552	-1.06341	3.91115	0.38126	0.02032	567	0.71108
BOX	45	refrigerator	0.55435	-0.21839	-0.03926	1.68000	1.55951	1.45193	0.81400
PLANE	50	0.85488	-0.14522	0.49809	0.42709	-0.50678	-0.13682	1.68736	0.39560	0.00460	1617	0.91579
PLANE	50	-0.48937	-0.21589	0.84493	1.31139	0.07792	-0.05972	1.58195	0.44272	0.00758	7670	0.86831
PLANE	50	0.01537	0.96007	0.27933	1.04745	0.21564	0.47984	2.08874	0.92835	0.00905	3244	0.84672
PLANE	50	-0.53737	-0.19687	0.82005	2.24905	-0.82444	-0.22708	2.14783	0.54225	0.01158	2563	0.81199
PLANE	50	0.19516	-0.00735	0.98074	4.19302	1.75786	-1.09311	3.91736	0.37989	0.01960	548	0.71839
BOX	50	refrigerator	0.31952	-0.20270	-0.04237	1.68000	1.59089	1.45193	0.80600
PLANE	55	0.85011	-0.14710	0.50564	0.44410	-0.49883	-0.13227	1.67847	0.39554	0.00454	1701	0.91673
PLANE	55	-0.49658	-0.21440	0.84109	1.29917	0.08435	-0.05842	1.57953	0.44243	0.00746	7632	0.87016
PLANE	55	0.01649	0.95984	0.28006	1.05061	0.22474	0.47827	2.09900	0.93722	0.00916	3211	0.84521
PLANE	55	-0.51648	-0.19680	0.83337	2.24461	-0.92831	-0.20058	2.07071	0.39616	0.01196	2494	0.80692
PLANE	55	0.16788	-0.02844	0.98540	4.18742	1.78852	-1.00260	3.91583	0.39367	0.02115	589	0.70269
PLANE	60	0.84369	-0.14396	0.51716	0.47061	-0.48756	-0.13092	1.66894	0.39426	0.00456	1827	0.91645
PLANE	60	-0.50689	-0.21500	0.83477	1.27935	0.09514	-0.05627	1.57585	0.44225	0.00724	7567	0.87353
PLANE	60	0.00950	0.96142	0.27490	1.04387	0.20789	0.48895	2.08003	0.92443	0.00927	3121	0.84354
PLANE	60	-0.52496	-0.19748	0.82790	2.22495	-0.88876	-0.20049	2.07609	0.43379	0.01214	2541	0.80466
PLANE	60	0.21272	-0.04396	0.97612	4.32460	1.64551	-0.97454	4.02790	0.44552	0.02045	436	0.70969
PLANE	60	0.22445	-0.02891	0.97406	4.25373	1.78504	-1.01435	3.92559	0.38204	0.02110	588	0.70327
BOX	60	refrigerator	0.37218	-0.19694	-0.04060	1.67100	1.57924	1.44725	0.77600
PLANE	65	0.83638	-0.14371	0.52898	0.49158	-0.48669	-0.12510	1.66483	0.39733	0.00457	1966	0.91617
PLANE	65	-0.51853	-0.21290	0.82813	1.26194	0.09986	-0.05544	1.57212	0.44244	0.00741	7521	0.87099
PLANE	65	0.00695	0.96150	0.27473	1.04352	0.21523	0.49104	2.07439	0.91982	0.00922	3075	0.84428
PLANE	65	-0.57522	-0.19418	0.79462	2.19085	-0.75126	-0.23630	2.15553	0.63808	0.01232	2623	0.80229
PLANE	65	0.18697	-0.00584	0.98235	4.20444	1.79934	-1.04497	3.93132	0.43119	0.02230	518	0.69154
PLANE	65	0.17220	-0.05070	0.98376	4.30553	1.62801	-0.96972	4.04167	0.41100	0.02022	380	0.67642
PLANE	70	0.83442	-0.15449	0.52903	0.50705	-0.46904	-0.13133	1.65989	0.39400	0.00462	2017	0.91536
PLANE	70	-0.52001	-0.21283	0.82722	1.24808	0.11645	-0.06039	1.56643	0.43918	0.00734	7429	0.87205
PLANE	70	0.01110	0.95992	0.28005	1.03751	0.20345	0.47826	2.05734	0.92444	0.00902	3196	0.84722
PLANE	70	-0.57397	-0.19494	0.79533	2.17743	-0.76893	-0.23167	2.12606	0.58899	0.01167	2657	0.81079
PLANE	70	0.14838	0.01554	0.98881	4.13600	1.79343	-1.09054	3.93084	0.40436	0.02187	526	0.69567
BOX	70	refrigerator	0.54332	-0.19289	-0.04195	1.66300	1.58411	1.43724	0.78200
PLANE	75	0.82865	-0.16724	0.53420	0.52438	-0.45502	-0.12850	1.64723	0.39194	0.00460	2116	0.91570
PLANE	75	-0.52918	-0.21113	0.82182	1.22513	0.12809	-0.06435	1.55670	0.43599	0.00740	7325	0.87106
PLANE	75	0.02595	0.95699	0.28895	1.03951	0.19049	0.47182	2.01778	0.89726	0.00846	3214	0.85524
PLANE	75	-0.58000	-0.19116	0.79187	2.15423	-0.76902	-0.22306	2.10333	0.57328	0.01151	2699	0.81290
PLANE	75	0.16408	-0.02305	0.98618	4.18507	1.80637	-1.05226	3.91858	0.39203	0.02123	495	0.70191
PLANE	80	0.83231	-0.17639	0.52549	0.54066	-0.41223	-0.12123	1.64108	0.39306	0.00479	2217	0.91249
PLANE	80	-0.51992	-0.19953	0.83059	1.20723	0.16964	-0.05858	1.54558	0.43564	0.00723	7387	0.87374
PLANE	80	0.03196	0.95905	0.28144	1.04039	0.15975	0.49068	2.00649	0.89793	0.00889	2918	0.84903
PLANE	80	-0.56538	-0.18114	0.80469	2.13770	-0.78667	-0.19620	2.05965	0.51212	0.01117	2989	0.81742
PLANE	80	0.07635	0.00927	0.99704	4.03840	1.83176	-1.06972	3.92008	0.35522	0.02132	496	0.70108
BOX	80	refrigerator	0.40610	-0.17270	-0.03732	1.66300	1.63070	1.44649	0.76800
PLANE	85	0.83630	-0.16612	0.52250	0.55170	-0.39321	-0.13092	1.64361	0.39294	0.00460	2263	0.91575
PLANE	85	-0.51535	-0.21797	0.82879	1.19593	0.18732	-0.06395	1.54264	0.43207	0.00697	7258	0.87768
PLANE	85	0.02455	0.95638	0.29110	1.03924	0.19675	0.47981	1.97707	0.87747	0.00795	2952	0.86285
PLANE	85	-0.58201	-0.19356	0.78981	2.11671	-0.77052	-0.18685	2.06644	0.53066	0.01148	3205	0.81329
PLANE	85	0.02155	0.00541	0.99975	3.95517	1.83334	-1.06296	3.92237	0.37315	0.02193	432	0.69510
BOX	85	refrigerator	0.41347	-0.14474	-0.04040	1.66300	1.68661	1.43415	0.77400
PLANE	90	0.83184	-0.16513	0.52988	0.56644	-0.39019	-0.13559	1.63928	0.38701	0.00474	2269	0.91339
PLANE	90	-0.52259	-0.22374	0.82270	1.19052	0.18696	-0.06832	1.54727	0.43153	0.00701	7141	0.87706
PLANE	90	0.01696	0.95535	0.29499	1.03581	0.12460	0.47456	1.96727	0.87511	0.00889	3237	0.84903
PLANE	90	-0.55446	-0.20275	0.80713	2.12730	-0.82235	-0.21069	2.01778	0.43491	0.01128	2958	0.81587
PLANE	90	0.05687	-0.00080	0.99838	4.02372	1.83823	-1.05782	3.92469	0.34545	0.02166	498	0.69773
BOX	90	refrigerator	0.53172	-0.16027	-0.04503	1.66300	1.65555	1.43107	0.75400
PLANE	95	0.83177	-0.16403	0.53034	0.58803	-0.37276	-0.14559	1.64838	0.38605	0.00475	2318	0.91322
PLANE	95	-0.52260	-0.22815	0.82149	1.18557	0.20456	-0.07235	1.55325	0.43056	0.00715	6990	0.87482
PLANE	95	0.01437	0.95471	0.29720	1.02988	0.10573	0.47228	1.94304	0.85652	0.00855	3337	0.85401
PLANE	95	-0.57160	-0.20493	0.79453	2.11332	-0.77909	-0.23017	2.03998	0.48263	0.01095	3082	0.82039
PLANE	95	0.07828	0.01544	0.99681	4.04375	1.86582	-1.08987	3.92705	0.32279	0.02044	395	0.70090
BOX	95	refrigerator	0.44407	-0.14544	-0.04680	1.67100	1.68848	1.43485	0.74800
PLANE	100	0.82082	-0.16482	0.54689	0.62344	-0.37270	-0.14246	1.65642	0.38796	0.00481	2447	0.91219
PLANE	100	-0.53846	-0.22342	0.81249	1.18075	0.20699	-0.07314	1.57031	0.43460	0.00736	6838	0.87174
PLANE	100	0.01269	0.95560	0.29439	1.03529	0.11695	0.47917	1.95629	0.85693	0.00864	3307	0.85272
PLANE	100	-0.58263	-0.19978	0.78780	2.10808	-0.76825	-0.23154	2.04903	0.50531	0.01091	3085	0.82087
PLANE	100	0.21119	-0.01323	0.97736	4.27046	1.87590	-1.03942	3.94998	0.36272	0.02025	447	0.71170
BOX	100	refrigerator	0.60843	-0.13495	-0.04592	1.69600	1.74542	1.45318	0.75000
PLANE	105	0.81288	-0.16980	0.55713	0.65567	-0.36831	-0.15038	1.66843	0.38866	0.00473	2525	0.91364
PLANE	105	-0.54993	-0.22408	0.80459	1.17970	0.21189	-0.07894	1.58906	0.43492	0.00725	6598	0.87338
PLANE	105	0.00926	0.95580	0.29386	1.03057	0.10727	0.47954	1.94391	0.83829	0.00843	3436	0.85574
PLANE	105	-0.60360	-0.19995	0.77181	2.09803	-0.74342	-0.24663	2.07305	0.54636	0.01116	3095	0.81759
PLANE	105	0.23795	-0.03832	0.97052	4.38356	1.81627	-1.02298	4.03101	0.39809	0.01934	458	0.72110
PLANE	110	0.80390	-0.17210	0.56932	0.69316	-0.36473	-0.16155	1.68370	0.38423	0.00493	2552	0.91028
PLANE	110	-0.56203	-0.23503	0.79302	1.17826	0.20551	-0.13267	1.59212	0.40695	0.00619	5886	0.88989
PLANE	110	0.00288	0.95298	0.30302	1.03278	0.13157	0.46983	1.92946	0.78817	0.00941	4162	0.84159
PLANE	110	-0.60694	-0.21003	0.76649	2.09964	-0.74797	-0.26162	2.07533	0.53723	0.01135	3043	0.81501
PLANE	110	0.11521	-0.03029	0.99288	4.26458	1.81361	-1.09861	4.05121	0.35952	0.02002	426	0.71408
BOX	110	refrigerator	0.45891	-0.17078	-0.05621	1.72200	1.69820	1.45629	0.71600
PLANE	115	0.78861	-0.18375	0.58679	0.73433	-0.36797	-0.17114	1.69236	0.38205	0.00502	2632	0.90881
PLANE	115	-0.58249	-0.23402	0.77842	1.17247	0.20198	-0.14573	1.61355	0.40463	0.00629	5576	0.88828
PLANE	115	0.00431	0.95155	0.30746	1.02975	0.14530	0.45532	1.93802	0.79266	0.00903	4439	0.84702
PLANE	115	-0.62185	-0.20812	0.75498	2.09472	-0.71511	-0.27280	2.11034	0.60253	0.01165	2994	0.81099
PLANE	115	0.03693	0.00612	0.99930	4.13196	1.84789	-1.17881	4.07378	0.36380	0.02141	454	0.70020
BOX	115	refrigerator	0.33112	-0.18709	-0.06966	1.73900	1.69223	1.44487	0.70800
PLANE	120	0.78282	-0.19117	0.59216	0.77649	-0.34581	-0.18356	1.70918	0.38203	0.00521	2712	0.90561
PLANE	120	-0.59038	-0.23909	0.77090	1.16489	0.22585	-0.15939	1.63462	0.40267	0.00645	5276	0.88576
PLANE	120	0.00007	0.94928	0.31444	1.02954	0.11891	0.45184	1.91010	0.76411	0.00878	4627	0.85056
PLANE	120	-0.64309	-0.21269	0.73566	2.07467	-0.75118	-0.28203	2.08195	0.52966	0.01103	2998	0.81923
PLANE	120	0.10081	-0.05339	0.99347	4.31468	1.88252	-1.08463	4.09371	0.36542	0.01976	475	0.71671
BOX	120	refrigerator	0.60307	-0.17845	-0.09040	1.76600	1.72180	1.42800	0.68872
PLANE	125	0.77359	-0.18352	0.60653	0.81882	-0.33110	-0.17310	1.71993	0.38746	0.00509	2868	0.90766
PLANE	125	-0.60147	-0.22395	0.76687	1.15678	0.24972	-0.10173	1.67460	0.44424	0.00797	5660	0.86246
PLANE	125	-0.00347	0.94529	0.32623	1.07972	0.01111	0.49559	1.87380	0.73530	0.01112	3656	0.81803
PLANE	125	-0.64868	-0.20169	0.73385	2.06789	-0.71501	-0.28400	2.10779	0.59045	0.01122	3162	0.81676
PLANE	125	0.25229	-0.04330	0.96668	4.54480	1.87482	-1.08892	4.16336	0.40369	0.02134	361	0.63253
BOX	125	refrigerator	0.36158	-0.18370	-0.07151	1.78500	1.75366	1.48309	0.70146
PLANE	130	0.77257	-0.17414	0.61058	0.85651	-0.29987	-0.16029	1.73649	0.39485	0.00503	3003	0.90868
PLANE	130	0.00002	0.95807	0.28654	1.04093	0.09184	0.51934	1.89630	0.73458	0.00724	3276	0.87358
PLANE	130	-0.60303	-0.21449	0.76834	1.14436	0.28198	-0.09349	1.68460	0.44802	0.00804	5605	0.86152
PLANE	130	-0.66133	-0.18975	0.72570	2.04399	-0.74625	-0.21795	2.07953	0.54255	0.01101	3623	0.81958
PLANE	130	0.22742	-0.03104	0.97330	4.52926	1.92562	-1.08655	4.16890	0.38914	0.02081	422	0.70609
BOX	130	refrigerator	0.44941	-0.16620	-0.06022	1.79400	1.79936	1.51385	0.71974
PLANE	135	0.77110	-0.16816	0.61410	0.88994	-0.27179	-0.16098	1.74637	0.39795	0.00527	3104	0.90463
PLANE	135	-0.60551	-0.21458	0.76636	1.12989	0.29978	-0.13541	1.67330	0.41888	0.00693	5119	0.87827
PLANE	135	0.00019	0.95919	0.28275	1.04419	0.11278	0.51270	1.95362	0.76219	0.00943	3818	0.84136
PLANE	135	-0.66458	-0.18705	0.72343	2.02728	-0.74112	-0.23952	2.05957	0.51538	0.01026	3641	0.82975
PLANE	135	0.21618	-0.02069	0.97614	4.51073	1.96488	-1.09258	4.16271	0.35927	0.02103	377	0.66349
PLANE	140	0.75925	-0.16770	0.62882	0.91886	-0.27467	-0.16631	1.74855	0.39576	0.00524	3154	0.90509
PLANE	140	-0.61974	-0.21759	0.75404	1.11584	0.29716	-0.14015	1.68360	0.41884	0.00737	4971	0.87151
PLANE	140	-0.01150	0.95874	0.28406	1.04095	0.11274	0.50719	1.95724	0.76710	0.00939	3956	0.84194
PLANE	140	-0.67545	-0.19160	0.71208	2.01332	-0.72696	-0.25463	2.06930	0.53834	0.01038	3568	0.82806
BOX	140	refrigerator	0.41599	-0.15780	-0.08271	1.81300	1.83196	1.49290	0.73279
PLANE	145	0.75448	-0.17998	0.63116	0.94094	-0.25427	-0.16378	1.74806	0.39706	0.00525	3266	0.90492
PLANE	145	-0.62689	-0.20835	0.75073	1.09617	0.31665	-0.14623	1.68396	0.41681	0.00737	4829	0.87150
PLANE	145	-0.00058	0.95830	0.28575	1.04166	0.16661	0.50799	1.94201	0.74270	0.00859	3762	0.85333
PLANE	145	-0.68321	-0.18345	0.70680	1.99153	-0.73107	-0.21201	2.05597	0.53747	0.01061	3865	0.82500
BOX	145	refrigerator	0.43929	-0.14595	-0.08103	1.81300	1.87598	1.49626	0.75039
PLANE	150	0.75437	-0.18716	0.62920	0.95956	-0.22328	-0.16310	1.74423	0.39818	0.00482	3368	0.91208
PLANE	150	0.00892	0.95826	0.28576	1.04065	0.12486	0.51114	1.92375	0.75584	0.00733	3281	0.87217
PLANE	150	-0.62840	-0.20118	0.75143	1.07167	0.35663	-0.09859	1.69803	0.44755	0.00871	5125	0.85162
PLANE	150	-0.68264	-0.17947	0.70838	1.96755	-0.73665	-0.19503	2.01825	0.50208	0.01007	4038	0.83237
BOX	150	refrigerator	0.44885	-0.14522	-0.06558	1.80400	1.84645	1.51226	0.73858
PLANE	155	0.75828	-0.18411	0.62539	0.97801	-0.18278	-0.16451	1.73704	0.39693	0.00491	3458	0.91059
PLANE	155	0.01102	0.95785	0.28705	1.03846	0.11130	0.51408	1.89804	0.73146	0.00712	3196	0.87540
PLANE	155	-0.62677	-0.20364	0.75212	1.04495	0.39219	-0.09911	1.68932	0.44468	0.00837	5026	0.85659
PLANE	155	-0.67581	-0.18060	0.71461	1.94544	-0.74151	-0.17952	1.97576	0.46168	0.00990	4263	0.83471
BOX	155	refrigerator	0.50973	-0.11658	-0.08063	1.80400	1.91721	1.48214	0.76689
PLANE	160	0.75040	-0.19286	0.63222	1.00303	-0.17039	-0.17369	1.73578	0.39165	0.00511	3472	0.90730
PLANE	160	0.01162	0.95476	0.29714	1.03557	0.04966	0.49717	1.88566	0.72352	0.00848	3610	0.85504
PLANE	160	-0.68304	-0.18458	0.70667	1.92275	-0.74014	-0.21747	1.94866	0.43001	0.00920	4029	0.84464
PLANE	160	-0.63622	-0.20729	0.74314	1.02299	0.40169	-0.10818	1.69030	0.44317	0.00929	4862	0.84326
BOX	160	refrigerator	0.56810	-0.13101	-0.09017	1.79400	1.88313	1.46062	0.75325
PLANE	165	0.74115	-0.19894	0.64119	1.03060	-0.15627	-0.17787	1.73276	0.38982	0.00513	3570	0.90687
PLANE	165	0.00993	0.95338	0.30160	1.03333	0.05105	0.48974	1.87634	0.71619	0.00850	3739	0.85470
PLANE	165	-0.64811	-0.20894	0.73232	0.99938	0.41383	-0.11456	1.69822	0.44236	0.00906	4646	0.84657
PLANE	165	-0.69175	-0.18850	0.69710	1.90128	-0.74756	-0.21639	1.92708	0.40958	0.00907	4022	0.84646
BOX	165	refrigerator	0.36027	-0.14369	-0.07978	1.78500	1.84034	1.47315	0.73614
PLANE	170	0.72630	-0.21211	0.65384	1.05988	-0.14898	-0.17595	1.72942	0.39020	0.00523	3690	0.90535
PLANE	170	0.01828	0.95256	0.30381	1.03924	0.06593	0.49038	1.87920	0.71428	0.00860	3707	0.85327
PLANE	170	-0.70605	-0.17709	0.68566	1.87092	-0.72807	-0.21039	1.92457	0.43179	0.00912	4087	0.84576
PLANE	170	-0.66372	-0.19708	0.72155	0.97187	0.42063	-0.11565	1.70225	0.44196	0.00928	4482	0.84346
BOX	170	refrigerator	0.53967	-0.14960	-0.07938	1.77600	1.81780	1.46573	0.72712
PLANE	175	0.71266	-0.21398	0.66808	1.08168	-0.15275	-0.18103	1.72403	0.38736	0.00512	3756	0.90707
PLANE	175	-0.67902	-0.20594	0.70465	0.94670	0.40824	-0.17325	1.68626	0.40551	0.00769	3948	0.86667
PLANE	175	0.01481	0.95168	0.30674	1.03215	0.11286	0.47770	1.87738	0.70307	0.00887	4231	0.84929
PLANE	175	-0.71423	-0.18239	0.67572	1.85328	-0.70536	-0.22365	1.93673	0.46457	0.00947	4018	0.84075
BOX	175	refrigerator	0.40221	-0.15866	-0.08221	1.76600	1.78777	1.45092	0.71511
PLANE	180	0.70638	-0.22791	0.67013	1.09867	-0.13370	-0.18102	1.71884	0.38601	0.00511	3816	0.90730
PLANE	180	-0.68466	-0.19316	0.70280	0.92430	0.42569	-0.17490	1.68181	0.40496	0.00806	3877	0.86123
PLANE	180	0.02156	0.95009	0.31122	1.03730	0.10923	0.47938	1.86197	0.68560	0.00893	4151	0.84846
PLANE	180	-0.72130	-0.17288	0.67071	1.82533	-0.70323	-0.20874	1.91142	0.44994	0.00907	4143	0.84643
BOX	180	refrigerator	0.39657	-0.11809	-0.09750	1.77600	1.88746	1.42950	0.75498
PLANE	185	0.69949	-0.22872	0.67705	1.11622	-0.12041	-0.18279	1.71131	0.38432	0.00519	3902	0.90592
PLANE	185	-0.69168	-0.19704	0.69480	0.89951	0.43723	-0.17640	1.67986	0.40353	0.00782	3761	0.86479
PLANE	185	-0.72517	-0.17335	0.66640	1.80325	-0.68598	-0.20815	1.90534	0.46245	0.00917	4206	0.84497
PLANE	185	0.02528	0.94852	0.31571	1.03979	0.11662	0.47279	1.86371	0.69134	0.00948	4184	0.84068
BOX	185	refrigerator	0.33371	-0.10588	-0.09695	1.76600	1.89992	1.42145	0.75997
PLANE	190	0.69470	-0.22910	0.68184	1.13071	-0.10981	-0.18272	1.70882	0.38296	0.00516	3942	0.90648
PLANE	190	-0.69665	-0.19744	0.68971	0.88236	0.44537	-0.17941	1.67782	0.40254	0.00806	3681	0.86113
PLANE	190	0.01692	0.94910	0.31452	1.03293	0.10878	0.47256	1.85229	0.68201	0.00931	4212	0.84306
PLANE	190	-0.72729	-0.17770	0.66293	1.78760	-0.66915	-0.21319	1.90526	0.47570	0.00962	4240	0.83865
PLANE	195	0.69438	-0.22839	0.68240	1.14619	-0.09116	-0.18490	1.71051	0.38239	0.00529	3971	0.90436
PLANE	195	-0.69747	-0.20315	0.68721	0.86750	0.46404	-0.18169	1.67960	0.40268	0.00856	3614	0.85375
PLANE	195	0.01023	0.94761	0.31926	1.03620	0.08969	0.47610	1.82961	0.65615	0.00892	4211	0.84859
PLANE	195	-0.73266	-0.18394	0.65527	1.76515	-0.66898	-0.21440	1.88560	0.45763	0.00923	4311	0.84421
PLANE	200	0.69970	-0.21491	0.68135	1.16367	-0.05279	-0.18014	1.70529	0.38179	0.00550	4047	0.90088
PLANE	200	-0.69261	-0.20743	0.69084	0.84989	0.49855	-0.16955	1.67914	0.40687	0.00850	3610	0.85474
PLANE	200	-0.00501	0.94970	0.31311	1.03623	0.07424	0.48801	1.83046	0.65005	0.00910	4035	0.84608
PLANE	200	-0.70952	-0.19408	0.67743	1.76799	-0.64045	-0.21100	1.87861	0.46866	0.01172	4579	0.81006
PLANE	205	0.70203	-0.20389	0.68234	1.18775	-0.02254	-0.18262	1.70934	0.38193	0.00576	4107	0.89669
PLANE	205	-0.68975	-0.22154	0.68932	0.83144	0.52715	-0.17013	1.67897	0.40588	0.00829	3516	0.85784
PLANE	205	-0.01698	0.94916	0.31433	1.03472	0.05222	0.49029	1.81416	0.62883	0.00911	4024	0.84583
PLANE	205	-0.71125	-0.20679	0.67183	1.74351	-0.62362	-0.21699	1.86816	0.46989	0.01101	4722	0.81960
PLANE	210	-0.69127	-0.22375	0.68708	0.79461	0.62283	-0.17785	1.72522	0.39494	0.00410	2889	0.92421
PLANE	210	-0.02466	0.94977	0.31198	1.03605	0.03156	0.49965	1.80228	0.63874	0.00827	3553	0.85804
