# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg1_360
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	45	0.06435	0.05597	0.99636	2.11189	-0.48955	-0.17451	2.16103	0.52880	0.01101	1328	0.81958
PLANE	45	0.10516	0.16095	0.98134	1.95039	0.13354	0.36776	1.91284	0.60862	0.01855	6153	0.72944
PLANE	45	0.05981	0.03470	0.99761	2.06646	-0.12508	-0.28586	2.08886	0.68985	0.02048	6659	0.70942
BOX	45	refrigerator	0.42029	0.23787	0.44908	1.88280	1.59415	0.69629	0.63766
PLANE	50	-0.03533	-0.94792	0.31653	1.28146	-0.20139	-0.69648	1.94023	0.56996	0.00793	1231	0.86317
PLANE	50	0.05851	-0.01541	0.99817	1.83519	0.08974	0.32654	1.83834	0.71670	0.01716	1778	0.74444
PLANE	50	0.07601	0.08262	0.99368	1.94800	0.02807	0.33027	1.93079	0.63890	0.02079	3577	0.70635
PLANE	50	0.05940	0.07847	0.99515	2.07672	-0.09029	-0.17059	2.10569	0.68976	0.02092	6587	0.70502
BOX	50	refrigerator	0.58275	0.22633	0.50277	1.89280	1.59896	0.59738	0.63959
PLANE	55	0.06234	0.05638	0.99646	2.10547	-0.57411	-0.21220	2.16088	0.47925	0.01097	1354	0.82010
PLANE	55	0.08141	0.13553	0.98742	1.95475	0.25543	0.29384	1.91826	0.54572	0.01195	6142	0.80706
PLANE	55	0.05416	0.02836	0.99813	2.06405	-0.16889	-0.29084	2.08535	0.70335	0.02097	6483	0.70452
BOX	55	refrigerator	0.40221	0.21592	0.38055	1.91400	1.61317	0.85978	0.64527
PLANE	60	0.06468	-0.00813	0.99787	2.03145	-0.41819	0.01008	2.06296	0.82071	0.01059	6337	0.82520
PLANE	60	0.05794	0.02150	0.99809	1.95870	0.17381	0.00680	1.95222	0.61027	0.01882	9075	0.72654
BOX	60	toilet	0.65871	1.13397	0.67524	1.97940	0.17601	0.35643	0.07041
BOX	60	car	0.33196	-0.95713	-0.68390	2.06180	0.17935	0.19961	0.07440
PLANE	65	0.04435	-0.18924	0.98093	2.02467	-0.24074	0.26258	2.12558	0.89271	0.01199	6385	0.80663
PLANE	65	0.05863	-0.00493	0.99827	1.85626	0.22432	-0.29927	1.84482	0.61997	0.01555	1548	0.76272
PLANE	65	0.03982	-0.13920	0.98946	1.94782	0.04807	-0.20721	1.93747	0.53508	0.01919	6866	0.72264
BOX	65	toilet	0.32314	1.12792	0.47255	2.07380	0.30467	0.78701	0.64960
PLANE	70	0.01213	-0.31449	0.94918	2.04069	-0.05683	0.21633	2.22234	0.74887	0.01566	4507	0.76150
PLANE	70	0.02882	-0.42497	0.90475	1.91314	-0.00064	-0.50869	1.87564	0.50269	0.01646	3251	0.75234
PLANE	70	0.00244	-0.09808	0.99518	2.02772	-0.16331	0.19752	2.05742	0.68187	0.02043	1502	0.70990
PLANE	70	0.01624	-0.06574	0.99770	1.95268	-0.11307	-0.08454	1.95344	0.71488	0.02201	3709	0.69436
BOX	70	chair	0.39606	1.07782	0.24971	2.12520	0.47655	1.25915	0.53880
PLANE	75	0.14984	0.83613	0.52767	1.57373	0.00125	0.57589	2.06953	0.67879	0.01545	1978	0.76391
PLANE	75	-0.02898	-0.57613	0.81685	1.87874	-0.09682	-0.35304	2.04755	0.60672	0.02000	6545	0.71426
PLANE	75	0.00846	-0.03783	0.99925	1.94994	-0.23089	0.03755	1.95478	0.77949	0.02168	1606	0.69755
PLANE	75	0.00578	-0.03439	0.99939	2.07665	-0.28891	0.28293	2.08932	0.63857	0.02194	1280	0.69499
PLANE	75	0.02108	0.75680	0.65331	1.69739	0.25701	0.48109	2.03255	0.60352	0.02219	2031	0.69257
BOX	75	suitcase	0.45754	-0.63965	0.33605	2.09900	0.73036	0.49582	0.29214
PLANE	80	0.12311	0.79052	0.59993	1.50375	0.06992	0.42134	1.93699	0.60516	0.01130	6397	0.81563
PLANE	80	0.00560	-0.00740	0.99996	1.99236	-0.39212	-0.14300	1.99359	0.54188	0.01818	889	0.73335
PLANE	80	-0.10872	-0.64198	0.75898	1.89525	-0.16230	-0.45918	2.08547	0.55972	0.02031	4489	0.71109
PLANE	80	-0.00727	-0.02769	0.99959	2.05554	-0.36711	-0.07594	2.05161	0.68367	0.02306	1107	0.68434
BOX	80	tv	0.53555	-0.35341	-0.71708	1.86280	1.58802	0.40757	0.63521
PLANE	85	0.10414	0.71421	0.69214	1.48145	-0.37997	0.13107	2.06231	0.51843	0.00972	2209	0.83721
PLANE	85	-0.18045	-0.61943	0.76403	2.03493	-0.22506	-0.63693	2.09387	0.48677	0.01141	2801	0.81416
PLANE	85	0.09373	0.69358	0.71426	1.49048	0.10943	0.26595	1.81415	0.57496	0.01716	6063	0.74445
PLANE	85	0.04854	0.57825	0.81441	1.53335	0.04625	0.07603	1.82604	0.81733	0.01950	2354	0.71938
BOX	85	book	0.41553	-0.89355	-0.46461	1.86280	0.50774	0.29936	0.25920
BOX	85	handbag	0.30035	-0.91696	-0.08744	1.97940	0.60456	0.52506	0.24183
PLANE	90	0.12760	0.64430	0.75405	1.37873	0.03281	0.12678	1.71454	0.62693	0.00761	11610	0.86786
PLANE	90	-0.26639	-0.62656	0.73243	2.11629	-0.22893	-0.72709	2.18415	0.42865	0.01472	1376	0.77258
PLANE	90	-0.00445	0.15711	0.98757	1.82933	-0.47970	-0.45573	1.92269	0.57141	0.02148	948	0.69949
PLANE	95	0.13516	0.53732	0.83248	1.32884	0.00041	0.00209	1.59483	0.62268	0.00661	14311	0.88323
PLANE	100	0.13147	0.45445	0.88102	1.30184	-0.04243	-0.01577	1.49213	0.58253	0.00576	15112	0.89676
PLANE	105	0.13198	0.41976	0.89799	1.29949	-0.05378	-0.01988	1.46431	0.57146	0.00551	15322	0.90079
BOX	105	skateboard	0.53990	0.75508	-0.50193	1.55400	0.40855	0.41824	0.16342
PLANE	110	0.12162	0.47803	0.86988	1.33637	-0.03227	-0.01163	1.54718	0.60050	0.00693	14816	0.87822
PLANE	115	0.10759	0.59439	0.79695	1.40034	-0.00862	0.07479	1.70252	0.62681	0.00809	12511	0.86068
BOX	115	chair	0.36989	0.78936	-0.31983	1.72400	0.55655	1.03813	0.72000
PLANE	120	0.10224	0.70785	0.69893	1.46724	-0.01082	0.26888	1.82855	0.58969	0.00904	8849	0.84694
PLANE	120	-0.52734	-0.50196	0.68553	2.05249	-0.68842	-0.53404	2.07343	0.37228	0.01270	2400	0.79739
PLANE	120	-0.00990	-0.09447	0.99548	2.30174	-0.05681	-0.50382	2.26382	0.50259	0.02318	644	0.68325
BOX	120	dog	0.30952	-0.88481	0.05628	1.91400	0.58829	0.63371	0.33360
PLANE	125	0.00011	-0.26221	0.96501	1.51245	0.45404	-0.08738	1.54349	0.36961	0.01624	1837	0.75488
PLANE	125	-0.63891	-0.37504	0.67167	2.02375	-0.83279	-0.21281	2.10200	0.36440	0.01765	2125	0.73908
PLANE	125	0.02304	0.79833	0.60178	1.63852	-0.09210	0.56340	1.97890	0.51586	0.01790	3593	0.73634
PLANE	125	-0.55857	-0.52702	0.64050	1.53484	0.15328	-0.50769	2.11222	0.53513	0.02191	1876	0.69533
PLANE	125	-0.03161	-0.10075	0.99441	2.25886	-0.26121	-0.09785	2.25334	0.61278	0.02425	1013	0.67337
PLANE	130	-0.09401	-0.09005	0.99149	1.55182	0.36875	0.30927	1.62819	0.21134	0.01643	1570	0.75270
PLANE	130	-0.63165	-0.05514	0.77329	2.10177	-0.73623	-0.48729	2.08183	0.45335	0.02006	1371	0.71368
PLANE	130	-0.64401	-0.14395	0.75135	1.75687	-0.05953	0.08373	2.30330	0.53927	0.02068	2343	0.70745
PLANE	130	-0.02171	-0.01102	0.99970	2.40142	0.33257	0.04406	2.40984	0.92364	0.02214	1162	0.69307
PLANE	130	-0.00664	-0.01678	0.99984	2.24363	-0.05001	0.00958	2.24383	0.93618	0.02277	1269	0.68709
PLANE	130	-0.59858	-0.61101	0.51804	1.36390	-0.35051	-0.01269	2.21283	0.80704	0.02306	798	0.68434
BOX	130	chair	0.49730	0.29025	0.38355	1.63460	0.55297	0.61717	0.22119
BOX	130	tv	0.31436	0.93983	0.27921	1.89280	0.45737	0.48743	0.82840
PLANE	135	0.64130	-0.06917	0.76416	1.18076	-0.59509	0.03449	2.04770	0.51659	0.01066	1643	0.82429
PLANE	135	0.63482	-0.08567	0.76790	2.44654	0.77757	-0.38479	2.50027	0.42854	0.01366	2945	0.78536
PLANE	135	0.73045	-0.03497	0.68207	1.67837	0.05331	-0.21622	2.39253	0.55465	0.01746	500	0.74116
PLANE	135	-0.67187	-0.14235	0.72686	2.21951	-0.90607	-0.29681	2.15791	0.41930	0.01854	2393	0.72954
PLANE	135	-0.70439	-0.10440	0.70210	1.73822	-0.11601	0.08799	2.37245	0.71401	0.02001	3574	0.71414
PLANE	135	-0.04197	0.01714	0.99897	2.40456	-0.21029	-0.14377	2.40067	0.79120	0.02236	376	0.64952
BOX	135	laptop	0.92356	0.79595	0.57361	1.87280	0.54666	0.45327	0.48040
BOX	135	chair	0.47367	0.17966	0.53230	1.63460	0.45186	0.33865	0.18074
PLANE	140	0.56378	0.01325	0.82582	1.22965	-0.83534	0.01440	2.05907	0.47852	0.01304	2454	0.79315
PLANE	140	-0.71767	-0.01762	0.69616	2.27248	-1.01647	-0.08132	2.21436	0.51916	0.01320	1539	0.79108
PLANE	140	0.60072	-0.01122	0.79938	2.41499	0.69467	-0.04583	2.49840	0.58742	0.01559	4402	0.76237
PLANE	140	-0.84252	-0.05911	0.53542	1.49611	-0.30733	0.26681	2.34014	0.63607	0.01880	1211	0.72675
PLANE	140	0.04649	-0.01402	0.99882	2.53449	-0.17353	-0.04645	2.54491	0.51311	0.02198	933	0.69466
PLANE	140	-0.71683	0.03475	0.69638	1.92359	0.04962	0.07766	2.80947	0.95492	0.02227	1453	0.69186
PLANE	145	0.50696	0.07425	0.85876	2.41127	0.50066	0.04833	2.50810	0.71496	0.01660	5523	0.75076
PLANE	145	0.00476	-0.01353	0.99990	2.53487	-0.47679	-0.07103	2.53644	0.61783	0.02132	1142	0.70105
PLANE	145	-0.77606	-0.00465	0.63065	2.00813	-0.46681	0.03540	2.61006	0.89474	0.02169	1220	0.69748
PLANE	145	0.02463	-0.00101	0.99970	2.28449	0.49187	0.05494	2.27312	0.87423	0.02192	1622	0.69519
PLANE	145	-0.81938	-0.00564	0.57323	1.80173	-0.36075	0.40910	2.63148	1.00500	0.02253	1167	0.68939
PLANE	145	-0.02023	-0.03371	0.99923	2.43163	-0.56894	-0.07667	2.41941	0.66301	0.02370	937	0.67842
PLANE	150	0.04511	-0.97865	0.20051	1.27297	-0.08973	-0.76574	2.63141	0.83355	0.01118	2008	0.81730
PLANE	150	0.42211	0.14181	0.89538	2.40793	0.42276	0.21781	2.45547	0.74812	0.01552	3826	0.76314
PLANE	150	-0.02150	-0.00642	0.99975	2.54713	-0.32258	0.02824	2.54102	0.79359	0.02094	1379	0.70485
PLANE	150	0.13644	0.04698	0.98953	2.66674	-0.21087	0.27048	2.71119	0.51927	0.02104	928	0.70380
PLANE	150	0.02899	0.00614	0.99956	2.28391	0.22901	-0.00591	2.27831	1.01999	0.02256	2226	0.68907
PLANE	150	0.02365	-0.00539	0.99971	2.40471	-0.17797	-0.03453	2.40945	0.95565	0.02396	1995	0.67600
PLANE	155	0.04493	-0.97891	0.19929	1.24081	-0.17452	-0.75959	2.53447	0.83504	0.01040	2194	0.82776
PLANE	155	0.26046	0.12115	0.95785	2.49961	-0.38161	0.18034	2.69056	0.53934	0.01773	1685	0.73822
PLANE	155	0.02211	0.02050	0.99955	2.27337	0.13970	0.03709	2.27055	1.03470	0.02173	2457	0.69703
PLANE	155	-0.81207	0.03958	0.58221	2.25497	-0.99986	0.17283	2.46676	0.42551	0.02223	876	0.69227
PLANE	155	0.07054	0.01580	0.99738	2.54766	-0.24493	0.11069	2.56991	0.73498	0.02312	1374	0.68378
PLANE	155	0.01144	0.00083	0.99993	2.39254	-0.08398	-0.09765	2.39374	0.90575	0.02507	2026	0.66605
PLANE	160	0.26574	0.02633	0.96368	2.38300	-0.44265	-0.07721	2.59698	0.62531	0.01385	3546	0.78312
PLANE	160	-0.99514	0.02857	0.09427	1.31555	-1.08289	0.16629	2.47334	0.50482	0.01704	857	0.74585
PLANE	160	0.16863	0.03334	0.98512	2.37803	0.22134	-0.03927	2.37740	0.62621	0.01859	3647	0.72892
PLANE	160	-0.02012	0.00969	0.99975	2.13648	0.49296	-0.11009	2.14800	1.02216	0.01960	1594	0.71834
PLANE	160	0.01531	0.00283	0.99988	2.25039	0.10203	0.00828	2.24907	1.00219	0.02242	2954	0.69045
BOX	160	person	0.32788	0.80932	-0.31072	2.23460	0.05184	0.11682	0.02840
BOX	160	laptop	0.31025	-0.04751	0.88157	2.30900	0.43742	0.23695	0.93080
PLANE	165	-0.97294	0.01065	0.23079	1.71924	-1.20454	-0.15501	2.37852	0.46748	0.00969	1137	0.83765
PLANE	165	-0.56733	0.18492	0.80246	1.58736	-0.46918	0.50452	1.53015	0.24831	0.01278	1123	0.79639
PLANE	165	0.22035	-0.11365	0.96878	2.35184	-0.81423	-0.04606	2.60743	0.39461	0.01288	1257	0.79511
PLANE	165	0.19619	-0.09558	0.97590	2.34567	-0.25261	-0.22632	2.43223	0.59863	0.01666	3409	0.75003
PLANE	165	0.00668	-0.00879	0.99994	2.13893	0.57982	-0.36088	2.13202	0.67009	0.02242	1257	0.69039
PLANE	165	0.08676	-0.07073	0.99372	2.28753	0.40034	-0.21780	2.25155	0.62805	0.02281	3264	0.68669
BOX	165	laptop	0.86872	-0.18766	0.45444	2.03760	0.48054	0.39847	0.57520
BOX	165	chair	0.69113	-0.60336	0.47901	1.50680	0.51556	0.32384	0.29560
BOX	165	tv	0.60567	0.67541	-0.31937	2.23460	1.41686	1.57059	0.56674
BOX	165	person	0.36588	0.67728	-0.76928	2.13820	0.04547	0.12834	0.02600
BOX	165	tv	0.35439	1.23692	0.53353	2.19240	0.24157	0.77259	0.09663
PLANE	170	0.14832	-0.28920	0.94571	2.30809	0.19533	-0.50058	2.25688	0.76716	0.01350	2144	0.78734
PLANE	170	0.11569	-0.19281	0.97439	2.35084	-0.39677	-0.30812	2.39876	0.70597	0.01695	3042	0.74686
PLANE	170	0.03332	0.96462	0.26154	0.75584	0.12022	0.35070	1.58120	0.49660	0.01923	3095	0.72223
PLANE	170	0.08196	-0.08725	0.99281	2.28901	0.01740	-0.46539	2.26326	0.67777	0.02209	2477	0.69357
BOX	170	laptop	0.84767	-0.33731	0.11447	2.02560	0.47380	0.38828	0.52280
BOX	170	chair	0.67974	-0.67341	0.35198	1.48780	0.48605	0.55022	0.30160
BOX	170	tv	0.49887	0.93256	0.14215	1.80440	0.36974	0.78259	1.55600
PLANE	175	0.01203	0.89377	0.44836	1.01193	-0.54099	0.41102	1.45213	0.23428	0.01069	1129	0.82380
PLANE	175	0.08070	-0.42305	0.90250	2.31779	-0.07037	-0.55005	2.31663	0.69350	0.01403	2527	0.78084
PLANE	175	-0.64438	-0.09510	0.75877	1.55785	-0.65606	0.18239	1.51883	0.27192	0.01583	1239	0.75949
PLANE	175	0.05922	0.90486	0.42158	0.74422	0.14659	0.16679	1.38672	0.48343	0.01627	4608	0.75448
PLANE	175	0.04141	-0.11384	0.99264	2.30577	-0.24864	-0.62887	2.26112	0.63706	0.02252	1783	0.68944
BOX	175	chair	0.86006	-0.59863	0.23243	1.48780	0.63561	0.79508	0.70600
BOX	175	mouse	0.84873	0.32238	0.32152	1.06660	0.13608	0.05369	0.05443
BOX	175	laptop	0.77984	-0.45397	-0.21008	1.97940	0.48212	0.38709	0.49680
BOX	175	tv	0.67750	1.03057	-0.27493	2.12520	0.56282	0.88470	1.42320
BOX	175	keyboard	0.55711	0.31257	0.19466	1.26960	0.30924	0.31711	0.50080
BOX	175	keyboard	0.39083	-0.46091	-0.08122	1.96820	0.44515	0.12957	0.17806
PLANE	180	0.06650	0.82560	0.56033	1.44947	-0.44958	0.45361	1.97183	0.40067	0.01139	1919	0.81441
PLANE	180	0.04601	0.82212	0.56745	0.71545	0.13855	0.01483	1.22809	0.48381	0.01449	6101	0.77536
PLANE	180	0.06120	0.70831	0.70324	1.09159	-0.48572	0.08325	1.51065	0.39966	0.02182	1635	0.69614
PLANE	180	0.03185	-0.00976	0.99945	2.24521	-0.30737	-0.75449	2.24888	0.58550	0.02207	941	0.69380
BOX	180	laptop	0.75767	-0.59298	-0.60277	2.09900	0.50719	0.44705	0.74800
BOX	180	chair	0.65649	0.58790	-0.29167	1.27860	0.39299	0.67090	0.59520
BOX	180	mouse	0.63769	0.28163	0.10337	1.09660	0.13355	0.04671	0.05342
BOX	180	chair	0.49649	-0.62308	0.00198	1.48780	0.58671	0.86998	0.85280
BOX	180	tv	0.49449	0.59161	-0.29167	1.27860	0.40041	0.67585	0.59080
BOX	180	vase	0.33920	0.25926	-0.65717	1.89280	0.22320	0.54240	0.75800
PLANE	185	0.08161	0.73217	0.67622	1.40488	-0.40698	0.31674	1.78373	0.48687	0.00836	3685	0.85674
PLANE	185	-0.00367	0.70945	0.70475	0.96694	-0.62182	-0.04424	1.41333	0.19639	0.01144	1307	0.81376
PLANE	185	0.09027	0.73184	0.67547	0.66526	0.12153	-0.10228	1.07945	0.44122	0.01234	7543	0.80205
BOX	185	chair	0.91175	-0.64186	-0.12981	1.64260	0.73984	1.35805	0.75800
BOX	185	laptop	0.50858	-0.58357	-0.75719	1.79540	0.48936	0.26072	0.19575
BOX	185	mouse	0.43351	0.25360	-0.11009	1.07660	0.13528	0.05211	0.05411
PLANE	190	0.11866	0.63542	0.76299	1.35230	-0.24406	0.24229	1.60854	0.55236	0.00876	6736	0.85091
PLANE	190	0.13427	0.62691	0.76743	0.62342	0.16816	-0.14401	0.90057	0.26254	0.00937	5726	0.84223
PLANE	190	0.03443	0.60479	0.79564	0.92327	-0.60694	-0.24691	1.37436	0.21213	0.01131	1301	0.81548
PLANE	195	0.12994	0.53999	0.83158	0.58751	0.14788	-0.17789	0.79890	0.18389	0.00635	4423	0.88724
PLANE	195	0.11453	0.54495	0.83061	1.32181	-0.18269	0.18281	1.49663	0.52871	0.00825	9012	0.85837
BOX	195	chair	0.73491	-0.68807	-0.36573	1.68180	0.69573	0.90526	0.96120
BOX	195	dining table	0.30091	0.00220	-0.05095	1.32800	1.63014	1.21108	1.24440
PLANE	200	0.15614	0.43450	0.88703	0.56841	0.11273	-0.21191	0.72476	0.13957	0.00355	2834	0.93369
PLANE	200	0.15385	0.44340	0.88302	1.30170	-0.13622	0.12478	1.43522	0.51857	0.00747	11130	0.87002
BOX	200	chair	0.81405	-0.72129	-0.46317	1.69880	0.65022	0.74666	0.40400
PLANE	205	0.17048	0.38260	0.90805	1.29375	-0.11582	0.09462	1.40663	0.51321	0.00745	12157	0.87034
PLANE	210	0.18879	0.37638	0.90703	0.58875	0.05982	-0.21633	0.72641	0.14869	0.00472	2937	0.91382
PLANE	210	0.18287	0.42045	0.88870	1.31490	-0.14432	0.13454	1.44562	0.52364	0.00789	10930	0.86365
BOX	210	dining table	0.37241	0.00221	-0.04082	1.33300	1.64143	1.22081	0.65657
PLANE	215	0.15457	0.53345	0.83159	0.62710	0.05349	-0.16789	0.85186	0.23576	0.00827	6121	0.85802
PLANE	215	0.13090	0.56683	0.81337	1.36440	-0.24969	0.24475	1.54709	0.56460	0.01041	6995	0.82764
BOX	215	laptop	0.61904	0.12035	-0.14046	0.86040	0.82164	0.56308	0.35600
PLANE	220	0.10308	0.68064	0.72533	0.68935	-0.06524	-0.05360	1.00995	0.38205	0.01158	8993	0.81198
PLANE	220	0.08001	0.64433	0.76055	1.49546	-0.23671	0.37653	1.67220	0.74411	0.01346	1744	0.78785
PLANE	225	0.07738	0.81259	0.57767	0.75348	-0.14384	0.11804	1.15757	0.46383	0.01274	7282	0.79697
PLANE	225	0.89542	-0.06849	0.43992	2.03586	0.94925	-0.34658	2.64173	0.32150	0.01763	804	0.73933
PLANE	225	0.02913	0.76244	0.64640	1.66762	0.37678	0.28278	2.22932	0.94207	0.02033	890	0.71089
PLANE	225	-0.03985	0.06390	0.99716	2.20692	-0.35420	-0.62720	2.23924	0.76859	0.02266	428	0.68818
PLANE	230	0.05794	0.91477	0.39980	0.75624	-0.34880	0.25657	1.35507	0.47355	0.01726	3933	0.74339
PLANE	230	0.80248	-0.00541	0.59666	2.24631	0.80156	-0.10472	2.68580	0.50135	0.02145	854	0.69981
PLANE	230	0.03786	0.74497	0.66602	1.98047	0.81718	0.41714	2.46056	0.64069	0.02146	525	0.69971
PLANE	230	-0.02018	0.00731	0.99977	2.25645	0.12986	-0.22819	2.26126	0.96274	0.02189	1059	0.69555
PLANE	230	-0.00326	-0.03113	0.99951	2.41246	0.18665	-0.20447	2.40788	0.94439	0.02206	699	0.69390
PLANE	230	0.00267	-0.00427	0.99999	2.12032	-0.53681	-0.62855	2.11909	0.76759	0.02265	599	0.68828
PLANE	235	0.78335	-0.04945	0.61962	2.04145	0.50150	0.20412	2.67697	0.63758	0.02025	1112	0.71179
PLANE	235	0.78086	-0.09233	0.61784	1.94077	0.71797	-0.21384	2.20185	0.61718	0.02204	1130	0.69405
PLANE	235	-0.01191	0.01220	0.99985	2.25632	-0.18611	-0.15595	2.25634	0.97320	0.02211	907	0.69337
PLANE	235	-0.00258	-0.01700	0.99985	2.38769	0.14567	0.12926	2.39061	0.94542	0.02294	1149	0.68549
PLANE	235	0.01520	-0.05612	0.99831	2.12433	-0.31376	-0.38154	2.11125	1.01696	0.02296	1034	0.68529
PLANE	240	-0.55883	-0.11611	0.82112	1.22755	0.97677	-0.02187	2.15664	0.49271	0.01149	1402	0.81312
PLANE	240	-0.61471	-0.08544	0.78411	2.41572	-0.94056	-0.24715	2.31654	0.39830	0.01415	1284	0.77943
PLANE	240	0.75822	-0.04098	0.65071	1.89006	0.40665	0.16732	2.44131	0.82354	0.01803	1732	0.73501
PLANE	240	0.00000	0.00000	1.00000	5.30980	-1.43106	-0.93262	5.30980	0.64107	0.00000	293	0.73250
PLANE	240	-0.00631	-0.03998	0.99918	2.15463	-0.56913	-0.12855	2.14766	0.96971	0.02111	1079	0.70316
PLANE	240	-0.00083	-0.00871	0.99996	2.24433	-0.01678	0.01858	2.24457	1.00861	0.02124	1740	0.70189
BOX	240	chair	0.51927	1.20292	0.70561	2.21960	0.33467	0.48563	0.32600
PLANE	245	0.73639	-0.03339	0.67574	1.73297	-0.14283	-0.06531	2.71700	0.71296	0.01522	924	0.76664
PLANE	245	-0.62487	0.05170	0.77902	2.45133	-0.71492	-0.34361	2.59606	0.86129	0.01617	2575	0.75559
PLANE	245	-0.03112	0.00445	0.99951	2.35217	0.80730	0.03466	2.37831	0.64915	0.01783	854	0.73709
PLANE	245	0.74553	0.00662	0.66644	1.90567	-0.03907	0.06966	2.90249	1.15083	0.01984	986	0.71597
PLANE	245	0.01389	0.00644	0.99988	2.24628	-0.15144	0.05774	2.24828	0.96388	0.02310	2087	0.68395
