# wme_scene_export  data\kitti_00
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	0	0.00000	0.00000	1.00000	22.71484	-7.04569	-0.85875	22.71484	9.30723	0.00000	257	0.64250
BOX	32	car	0.34134	3.33943	0.34775	9.88672	2.47561	1.80170	2.68750
BOX	32	truck	0.32351	3.33943	0.34775	9.88672	2.50312	1.80170	2.89062
BOX	36	car	0.86793	-5.60201	0.83405	10.11328	3.79852	1.39279	1.51941
BOX	36	car	0.85683	3.66471	0.64141	10.65234	2.50432	1.46703	3.78906
BOX	36	car	0.69989	3.20826	0.45525	4.65625	1.76830	1.50921	6.00000
BOX	36	car	0.57584	4.28901	0.37939	31.04688	2.20265	1.38206	4.03906
BOX	36	car	0.56786	-6.75822	0.57913	29.14453	3.77049	1.41900	1.92969
BOX	36	car	0.41464	-4.91428	0.89741	13.78906	1.34274	1.07419	6.00000
BOX	40	car	0.92539	3.62648	0.75240	5.53125	2.46994	1.35424	4.35938
BOX	40	car	0.91288	-5.51434	1.02929	8.19531	2.81592	1.58467	6.00000
BOX	40	car	0.74499	4.59450	0.66687	24.23047	2.19095	1.41569	2.37500
BOX	40	car	0.72978	-6.38168	0.74884	22.63281	3.99853	1.44829	1.85156
BOX	40	car	0.39396	-3.33369	0.44400	43.81641	1.64573	1.15811	6.00000
BOX	40	car	0.37229	-4.45335	0.71750	26.74609	1.82312	1.37664	6.00000
BOX	44	car	0.82590	4.58791	0.82687	19.30859	2.09509	1.39673	2.78906
BOX	44	car	0.82031	-6.37845	0.99673	17.35547	3.76634	1.42445	1.50653
BOX	44	car	0.55664	-4.66859	0.85612	21.01562	2.13414	1.54945	5.51562
BOX	44	car	0.50282	-3.38292	0.77698	39.10156	1.63182	1.03349	6.00000
BOX	44	car	0.49216	4.74828	0.74200	29.99219	1.75233	1.41855	4.48438
BOX	48	car	0.82581	-7.74939	0.87137	12.45703	4.60950	1.47296	1.84380
BOX	48	car	0.76490	2.41091	0.65892	15.64062	2.56740	1.45776	4.71875
BOX	48	car	0.54183	-7.52355	0.37376	34.51562	1.87257	1.05632	6.00000
BOX	48	car	0.52282	1.64851	0.36404	26.74609	1.97194	1.48826	3.92969
BOX	48	car	0.41427	-6.76402	0.69333	17.01953	2.15450	1.44423	5.74219
BOX	48	car	0.34815	-7.66069	0.58025	24.13281	1.20856	1.04071	2.26562
BOX	52	car	0.81094	7.26833	0.72218	9.65234	2.43035	1.50387	1.48438
BOX	52	car	0.80497	-2.62832	0.69865	12.01953	2.47461	1.47139	3.20312
BOX	52	car	0.69565	-6.98912	0.39645	21.45312	1.90998	1.52201	3.96094
BOX	52	car	0.49907	-28.61102	0.38613	40.91406	5.06548	2.04896	6.00000
BOX	52	car	0.31472	-27.88622	0.21977	41.74609	2.55521	1.62604	6.00000
BOX	56	car	0.86355	2.25108	0.71024	9.15234	2.62275	1.47689	2.30469
BOX	56	car	0.86128	4.52163	0.68506	5.51562	0.66753	1.40412	0.91406
BOX	56	car	0.62656	8.02446	0.50115	16.92578	2.30745	1.57754	3.10938
BOX	56	car	0.47995	24.82044	-0.12052	39.10156	2.77410	1.63182	3.53906
PLANE	60	0.00088	0.00319	0.99999	11.68751	-5.47493	-2.45296	11.70022	2.01896	0.00916	696	0.84510
BOX	60	car	0.91321	2.50212	0.46158	3.89062	1.83475	1.06621	1.93750
BOX	60	car	0.91177	-1.21739	0.72346	6.02734	2.48185	1.40023	2.53125
BOX	60	car	0.79718	1.17163	0.55120	15.36719	2.00946	1.49641	2.40625
BOX	60	car	0.54908	10.65604	-0.30220	32.34766	1.97995	1.75495	3.16406
BOX	60	car	0.51228	8.12200	-0.24317	41.46484	2.07654	1.49972	5.50000
BOX	64	car	0.89636	5.91770	1.38869	9.26172	4.44497	1.98413	6.00000
BOX	64	car	0.88490	-2.66623	0.74289	4.77734	2.73805	0.98357	6.00000
BOX	64	car	0.82160	-1.55037	0.88877	11.76953	1.94834	1.45716	2.71094
BOX	64	car	0.62946	4.47708	0.55425	29.99219	2.12783	1.71061	3.32031
BOX	64	car	0.58317	0.57334	0.75781	38.13672	2.12208	1.43240	1.88281
BOX	68	car	0.83118	-2.35618	0.87867	7.40625	2.23571	1.41149	2.85156
BOX	68	car	0.63631	2.21406	0.49781	25.96094	1.84183	1.58903	2.47656
BOX	68	car	0.62813	-2.12362	0.66528	32.34766	2.06994	1.43996	2.07031
BOX	68	motorcycle	0.39709	4.64580	0.84105	8.25000	1.53786	1.18209	3.47656
BOX	68	bicycle	0.31896	4.64006	0.85253	8.25000	1.52638	1.18209	3.46875
BOX	72	car	0.78665	-2.64324	0.76721	4.43750	2.20993	0.77163	6.00000
BOX	72	car	0.67436	-2.36711	0.70156	27.58203	2.11031	1.49640	1.24219
BOX	72	car	0.45480	2.05050	0.46501	20.52734	1.94178	1.51345	1.81250
PLANE	76	0.00000	0.00000	1.00000	40.64844	7.77570	-9.23616	40.64844	2.50168	0.00000	341	0.85250
PLANE	76	0.00000	0.00000	1.00000	42.90625	-0.84516	-5.23711	42.90625	2.84535	0.00000	182	0.45500
BOX	76	car	0.77574	2.62977	0.56007	14.23438	1.78213	1.48511	1.50781
BOX	76	car	0.73372	-1.62657	0.78170	21.37891	2.34947	1.57623	4.24219
BOX	76	car	0.47888	5.05073	0.18551	47.89453	2.39854	1.99878	0.95942
PLANE	80	0.00000	0.00000	1.00000	33.57812	7.85524	-8.37783	33.57812	2.51178	0.00000	213	0.53250
PLANE	80	0.00000	0.00000	1.00000	36.77734	8.91193	-6.70540	36.77734	2.56064	0.00000	199	0.49750
BOX	80	car	0.84450	2.54123	0.80695	7.55469	2.12288	1.47130	1.75000
BOX	80	car	0.82483	-1.50447	0.88367	14.67578	2.38861	1.61282	4.37500
BOX	80	car	0.63624	2.25633	0.50998	9.33203	1.24625	1.18134	6.00000
BOX	80	car	0.61873	5.58095	0.31107	42.31641	3.17878	2.17805	2.32031
BOX	84	car	0.91654	3.95218	1.01349	5.93359	2.54230	1.05654	4.07031
BOX	84	car	0.87063	-2.09442	0.78079	8.04297	2.55099	1.43214	3.81250
BOX	84	car	0.85226	2.52949	0.74129	6.28516	2.22954	1.57379	2.08594
BOX	84	car	0.64558	3.15828	0.21041	35.30469	2.50473	2.01361	5.07812
BOX	84	car	0.62599	5.12868	0.48296	22.71484	2.87547	1.54833	1.35938
BOX	88	car	0.84000	-5.30672	1.44789	8.61719	3.94384	1.58233	6.00000
BOX	88	car	0.81967	5.71586	1.52653	8.17188	2.93292	1.19363	4.96875
BOX	88	car	0.59771	2.91092	0.70351	16.69922	1.78873	1.27766	1.07031
BOX	88	car	0.45937	0.45843	0.47777	29.14453	2.39203	1.86497	6.00000
BOX	88	car	0.42153	3.80340	0.44499	38.61328	2.57832	1.55773	1.47656
BOX	92	car	0.78897	2.22428	0.65667	10.78125	1.72475	1.34980	0.88281
BOX	92	car	0.62971	2.45665	0.29515	33.76172	2.67706	1.64381	5.51562
BOX	92	car	0.57731	-0.54523	0.38957	22.79688	2.34674	1.74420	6.00000
BOX	92	car	0.34392	5.68862	0.05419	21.83203	0.69852	0.91112	6.00000
BOX	96	car	0.90999	2.80795	0.74667	5.75391	2.11312	1.33671	2.00000
BOX	96	car	0.73306	4.87332	0.59442	27.95703	2.45013	1.59453	4.24219
BOX	96	car	0.65705	1.06958	0.61211	17.75391	2.29686	1.58064	4.99219
BOX	96	car	0.37906	4.14813	0.36207	11.67969	0.95861	0.95861	6.00000
BOX	100	car	0.78515	5.99248	0.62877	12.45703	2.25277	1.50762	2.65625
BOX	100	car	0.74707	12.71445	0.49854	20.73438	2.48055	1.52871	3.99219
BOX	104	car	0.89018	-3.15786	1.03014	11.17188	2.26901	1.47641	2.52344
BOX	104	car	0.84067	-13.00653	1.39039	17.60156	2.59547	1.76296	5.84375
BOX	104	car	0.64953	-12.11454	1.13353	25.63672	2.31811	1.49786	3.73438
BOX	104	car	0.51741	-28.27323	1.41961	42.90625	2.08904	1.67123	6.00000
BOX	108	car	0.85471	1.73829	0.72283	7.72266	2.21305	1.45030	3.39844
BOX	108	car	0.76774	0.06445	0.36677	25.63672	1.85449	1.46219	1.28906
BOX	108	car	0.76098	-3.83528	0.66147	15.96484	2.28749	1.59903	2.53125
BOX	112	car	0.91474	2.74134	0.70374	4.67188	2.74260	1.00735	4.98438
BOX	112	car	0.80042	2.68575	0.67761	21.37891	1.93311	1.54649	2.11719
BOX	112	car	0.76452	-2.13100	0.78471	12.18750	2.32270	1.57672	3.01562
BOX	116	car	0.84426	-2.46689	0.77735	7.00391	2.16297	1.53941	1.61719
BOX	116	car	0.77067	1.99787	0.63630	16.17188	1.88972	1.50728	1.67188
BOX	116	car	0.59656	-2.23441	0.73776	11.33594	1.30886	1.41925	3.11719
BOX	116	car	0.54840	-3.68202	0.04464	40.91406	2.10587	1.25214	6.00000
BOX	116	car	0.33680	1.97419	0.20231	33.94531	1.98329	1.27498	5.78906
PLANE	120	0.00000	0.00000	1.00000	24.13281	-8.86894	-1.99348	24.13281	3.16822	0.00000	327	0.81750
PLANE	120	-0.00124	0.00011	1.00000	15.44884	-7.45020	-3.16972	15.44000	2.14714	0.01463	353	0.68273
BOX	120	car	0.88913	-3.38960	0.79671	5.28906	2.14106	1.15514	3.86719
BOX	120	car	0.87094	-2.38044	0.79257	5.79688	2.24180	1.36282	2.94531
BOX	120	car	0.87003	2.12749	0.73908	10.67188	2.18231	1.51425	1.88281
BOX	120	car	0.53327	1.89816	0.51664	27.95703	2.80015	1.51675	6.00000
BOX	120	car	0.51215	-3.25088	0.25952	35.30469	1.86627	1.52248	6.00000
PLANE	124	0.00000	0.00000	1.00000	18.38672	-8.35530	-1.66941	18.38672	3.34450	0.00000	687	1.00000
PLANE	124	-0.00084	0.00007	1.00000	17.55871	-9.23947	-3.02245	17.55116	2.27432	0.00363	663	0.93239
PLANE	124	0.00124	-0.02260	0.99974	10.11998	-6.10272	1.16370	10.15645	0.52521	0.01042	311	0.64338
BOX	124	car	0.92571	2.13210	0.59211	4.26562	2.39136	1.03250	2.78906
BOX	124	car	0.71596	2.94767	0.54000	21.23047	1.89016	1.15181	2.17188
BOX	124	car	0.53935	-2.61933	0.50518	29.56250	2.26184	1.76835	6.00000
BOX	124	bench	0.39455	-5.81265	1.10218	14.20312	3.08224	1.26451	6.00000
PLANE	128	0.00083	-0.00114	1.00000	11.69472	-5.55046	-1.31810	11.69785	1.97426	0.01143	550	0.81395
PLANE	128	0.00447	-0.00511	0.99998	11.50837	-5.88895	-0.94499	11.53016	0.91242	0.01235	638	0.80189
BOX	128	car	0.84365	2.73457	0.84688	14.74609	2.35903	1.41542	2.79688
BOX	128	car	0.69921	1.78149	0.57498	27.95703	2.33346	1.63342	4.24219
BOX	128	car	0.59519	-2.66456	0.56524	22.22266	2.10215	1.63844	5.78906
BOX	128	car	0.45052	-0.77625	0.52742	45.76562	2.16459	1.33696	6.00000
BOX	128	bench	0.42080	-5.74300	1.23901	8.50000	2.87332	1.63176	4.25781
BOX	128	car	0.36912	0.55552	0.49446	42.90625	1.49217	1.25342	1.18750
PLANE	132	0.00030	-0.00008	1.00000	13.78746	-6.89322	0.04027	13.78955	1.54985	0.00784	752	0.86448
BOX	132	car	0.89752	2.66205	0.84658	7.67578	2.63741	1.42014	3.03906
BOX	132	car	0.77849	1.62802	0.55293	21.16016	2.38431	1.70728	3.85938
BOX	132	car	0.76488	-2.91359	0.68928	14.88672	1.88451	1.47033	2.82812
BOX	132	car	0.59341	0.21154	0.40686	35.30469	1.42426	1.32603	1.63281
BOX	132	car	0.49926	-1.41480	0.44601	41.18750	2.11995	1.60429	6.00000
BOX	132	car	0.46043	-2.67725	0.58763	20.32422	0.98956	1.41365	6.00000
PLANE	136	0.00000	0.00000	1.00000	29.70312	8.38814	-3.32557	29.70312	1.79198	0.00000	284	0.71000
BOX	136	car	0.88541	1.76611	0.75288	14.13672	2.35987	1.67157	2.17969
BOX	136	car	0.82743	-2.81222	0.91695	8.26172	2.14917	1.49407	2.53125
BOX	136	car	0.67375	-2.73210	0.69940	13.66797	1.65417	1.59713	5.56250
BOX	136	car	0.61495	2.69501	0.69387	3.54297	0.84772	0.46329	1.87500
BOX	136	car	0.60900	0.61478	0.79459	28.87109	1.40569	1.36553	2.89844
BOX	136	car	0.39423	-1.10124	0.89192	34.13281	2.08921	1.51943	6.00000
PLANE	140	0.00090	-0.00201	1.00000	10.72608	-5.16335	-1.40043	10.72794	2.28469	0.01038	606	0.82805
BOX	140	car	0.89010	-2.96197	0.81267	4.77734	2.14658	0.85730	5.71094
BOX	140	car	0.87826	1.97922	0.82628	7.39844	2.60387	1.67759	2.36719
BOX	140	car	0.81717	-2.49795	0.77574	7.07812	1.80189	1.55573	1.35156
BOX	140	car	0.66204	1.18006	0.77889	22.14453	1.44785	1.38624	2.18750
BOX	140	car	0.43296	-0.27114	0.87771	27.09766	2.11095	1.54552	6.00000
BOX	140	car	0.34373	-1.90087	0.69424	8.34766	0.70836	1.30059	4.94531
PLANE	144	-0.00074	0.00024	1.00000	13.32187	-7.93408	-2.07916	13.31651	1.22026	0.00710	911	0.87564
PLANE	144	-0.00032	0.00087	1.00000	13.79003	-7.42268	-0.49820	13.78806	1.35223	0.01256	513	0.79920
BOX	144	car	0.88678	-6.41558	1.50833	10.34766	4.64946	2.27435	6.00000
BOX	144	car	0.88082	7.06247	1.60823	11.70312	6.44696	2.83276	6.00000
BOX	144	car	0.84807	1.68622	0.61694	15.67969	2.07214	1.46140	2.58594
BOX	144	car	0.60522	-5.60777	0.17671	24.03906	1.83924	1.83924	3.47656
BOX	144	car	0.58242	0.47011	0.49917	21.37891	1.78441	1.42753	5.01562
PLANE	148	0.00000	0.00000	1.00000	17.55078	-5.95045	-2.90393	17.55078	5.72942	0.00000	204	0.51000
BOX	148	car	0.88660	2.43249	1.08087	8.95312	2.27921	1.51947	2.07031
BOX	148	car	0.81066	1.69497	1.09493	14.36719	2.03859	1.43901	4.24219
BOX	148	car	0.70835	-4.08485	0.85188	17.35547	1.93145	1.76245	6.00000
BOX	148	car	0.65711	-3.49178	0.89480	43.50781	1.99728	1.57362	4.38281
BOX	152	car	0.91106	2.65590	1.11574	7.58203	3.16421	1.56101	4.25000
BOX	152	car	0.87647	3.06435	0.87953	4.60547	1.96685	0.64707	5.23438
BOX	152	car	0.87322	-3.21480	0.90151	10.83984	1.99047	1.38730	1.87500
BOX	152	car	0.70797	-1.38009	0.71356	38.61328	2.20231	1.55773	4.01562
BOX	152	car	0.58382	-4.19537	0.66571	19.30859	1.77277	1.66533	6.00000
PLANE	156	0.00185	-0.00072	1.00000	12.85663	-6.75907	-0.62544	12.86873	1.99681	0.01378	510	0.78394
BOX	156	car	0.92757	-2.91927	0.72365	4.98828	2.58832	1.13109	4.50781
BOX	156	car	0.70384	-0.00863	0.57229	32.17969	1.96967	1.52201	4.62500
BOX	156	car	0.70310	-4.69725	0.01116	28.21094	1.92297	2.47239	3.14844
BOX	156	car	0.70013	5.09229	0.71920	7.15234	2.38791	1.60189	2.41406
BOX	156	car	0.66194	-3.51888	0.64020	13.23047	2.13497	1.80368	2.41406
BOX	160	car	0.66979	-2.80197	0.76709	6.50391	2.52427	1.80952	2.82031
BOX	160	car	0.66543	1.42605	0.56575	24.23047	2.12354	1.41569	6.00000
BOX	160	car	0.40641	-3.54220	0.20247	21.45312	2.71575	2.62622	6.00000
BOX	160	truck	0.40539	-3.52728	0.21739	21.45312	2.68591	2.59638	6.00000
BOX	164	car	0.79640	2.05599	0.58518	18.06641	2.21163	1.48280	4.98438
BOX	164	car	0.55271	-2.90671	0.12983	14.85156	2.66514	2.58250	5.60938
BOX	168	car	0.84249	2.35276	0.68163	10.82031	2.03204	1.46006	2.50000
BOX	168	truck	0.67900	-2.46125	0.28821	8.03516	2.54852	2.48145	2.20312
BOX	168	car	0.59491	-2.56791	0.32151	36.77734	2.04644	1.58599	5.66406
BOX	168	car	0.55575	2.06753	0.63441	15.84375	1.41057	1.41057	6.00000
BOX	172	car	0.90731	2.41466	0.61666	4.23047	2.60706	0.95337	3.79688
BOX	172	car	0.80341	2.30924	0.80135	9.03125	1.65836	1.40710	1.96094
BOX	172	car	0.57352	-2.38387	0.50759	29.70312	2.35524	1.52884	5.85156
BOX	172	car	0.47812	1.78605	0.73810	10.24609	0.78393	1.28280	4.23438
BOX	172	car	0.47742	-2.84357	0.00540	4.95312	2.66654	2.56319	6.00000
BOX	176	car	0.90360	2.30846	0.59347	3.97656	2.38420	0.85743	3.52344
BOX	176	car	0.50607	-2.04340	0.67753	22.88281	2.29192	1.36879	3.57812
BOX	176	car	0.31140	6.64130	0.48557	14.67578	3.28689	1.42908	6.00000
BOX	180	car	0.82499	6.03644	0.89910	8.94141	3.64445	1.43041	1.45778
BOX	180	car	0.61413	-2.99970	0.81046	17.50391	2.24017	1.53403	2.60156
BOX	184	car	0.86259	-3.50923	0.80370	11.72266	2.11996	1.41874	2.06250
BOX	184	car	0.73264	-4.31944	0.76458	22.63281	1.82610	1.35383	2.61719
BOX	184	car	0.37513	-5.61201	0.24640	46.80469	2.99506	1.69286	3.52344
PLANE	188	0.00012	-0.00309	1.00000	11.70765	-5.52436	-1.99892	11.70218	2.99974	0.01114	440	0.81782
BOX	188	car	0.91742	-3.34839	0.94821	6.66406	2.68841	1.56669	2.13281
BOX	188	car	0.79603	-4.19281	1.02662	17.45312	2.30651	1.38390	3.32031
BOX	188	car	0.41136	-5.08173	1.01897	41.18750	2.23454	1.37510	6.00000
PLANE	192	-0.00068	0.00363	0.99999	14.84048	-6.97472	-1.99917	14.84311	2.74194	0.01618	391	0.73849
PLANE	192	0.00515	0.00586	0.99997	12.02340	-6.89409	0.14356	12.05846	1.53632	0.01223	286	0.57452
BOX	192	car	0.86381	-3.76320	0.82726	12.06641	2.61855	1.35963	4.28906
BOX	192	car	0.77955	-3.50003	0.91479	4.87891	1.24203	0.70585	6.00000
BOX	192	car	0.56455	-4.18482	0.28248	35.10547	1.80690	1.56273	1.21094
PLANE	196	0.00000	0.00000	1.00000	24.13281	-10.05449	-2.40886	24.13281	2.38617	0.00000	249	0.62250
BOX	196	car	0.91687	-3.84177	0.99090	6.76562	3.48231	1.47763	3.58594
BOX	196	car	0.55063	-3.83250	0.19675	29.56250	1.80947	1.48048	1.67969
BOX	196	car	0.34943	-3.11708	0.15948	34.90625	1.45674	1.50530	6.00000
PLANE	200	0.00000	0.00000	1.00000	19.30859	-10.40190	-0.66112	19.30859	2.23333	0.00000	352	0.88000
BOX	200	car	0.52717	-3.33001	0.51311	24.13281	2.88712	1.64499	6.00000
PLANE	204	0.00263	0.00662	0.99997	15.43096	-6.67391	0.41478	15.44618	1.73556	0.01487	362	0.69751
BOX	204	car	0.69655	-1.89882	0.81344	19.30859	1.96079	1.47731	1.89062
BOX	204	car	0.37716	-1.03732	0.65623	25.11328	1.15286	1.18779	6.00000
PLANE	208	-0.00046	-0.00024	1.00000	12.87015	-1.02652	-0.88811	12.86947	1.78307	0.01432	455	0.77738
BOX	208	car	0.85237	3.62853	0.89551	15.40625	1.95028	1.45735	1.82031
BOX	208	car	0.63965	6.18408	0.79068	20.45703	1.33751	1.42289	6.00000
BOX	208	car	0.33063	7.43098	0.43911	23.76172	1.38831	0.89248	6.00000
BOX	212	car	0.84802	-4.37154	0.57268	10.34766	2.72058	1.69856	3.60156
BOX	212	car	0.48122	-8.13811	0.39638	14.40234	1.92337	1.52267	6.00000
BOX	216	car	0.90095	-3.93293	0.84960	5.77344	1.88738	1.28503	6.00000
BOX	216	car	0.85574	0.35166	0.72624	7.58984	2.27002	1.45704	2.56250
BOX	216	car	0.73082	-10.83640	0.21902	27.21875	1.96893	1.59029	1.90625
BOX	216	car	0.65570	-1.30562	0.67491	13.37109	1.63685	1.50664	6.00000
BOX	216	car	0.45445	-8.38023	0.18799	35.71094	2.03678	1.58968	6.00000
BOX	216	car	0.30385	-11.93440	0.42557	18.22656	2.76369	1.36917	1.10548
BOX	220	car	0.83044	2.27261	0.57219	4.10156	2.67596	0.97567	4.21875
BOX	220	car	0.82721	2.09369	0.84221	9.41797	1.78178	1.53286	1.53906
BOX	220	car	0.65971	-3.54671	0.48553	25.32031	1.86682	1.47937	1.84375
BOX	220	car	0.50685	1.08293	0.53580	34.13281	2.08921	1.66187	5.57812
PLANE	224	0.00000	0.00000	1.00000	19.30859	8.26889	-1.02434	19.30859	2.50491	0.00000	426	1.00000
BOX	224	car	0.93395	2.60705	0.64415	4.68750	2.47790	1.14766	3.41406
BOX	224	car	0.65506	-2.56416	0.65832	20.32422	1.78120	1.38538	0.71248
BOX	224	car	0.62867	2.33980	0.64791	28.60156	2.22811	1.55172	6.00000
PLANE	228	0.00025	0.00079	1.00000	12.87101	8.06982	-1.92459	12.87053	2.40299	0.00935	1737	0.84247
BOX	228	car	0.81124	2.02171	0.79541	21.75391	2.11833	1.60388	6.00000
BOX	228	car	0.74942	-2.90144	0.64939	25.53125	1.88237	1.59824	1.67969
BOX	228	car	0.72108	-2.68452	0.84748	13.91406	1.99365	1.39362	1.21094
BOX	228	car	0.46543	1.10622	0.64654	41.18750	1.43240	1.54699	6.00000
BOX	232	car	0.91899	-2.54148	0.84289	6.86328	2.23412	1.47986	1.55469
BOX	232	car	0.77325	-2.89522	0.72345	18.38672	1.99506	1.56024	0.87500
BOX	232	car	0.72221	1.91363	0.71850	14.43359	2.22872	1.52597	6.00000
BOX	232	car	0.60293	1.30171	0.62078	34.90625	1.74809	1.74809	6.00000
PLANE	236	0.00000	0.00000	1.00000	29.70312	-7.25739	-4.44426	29.70312	3.77712	0.00000	287	0.71750
BOX	236	car	0.88120	2.23320	0.73466	7.10938	2.15599	1.53293	2.42969
BOX	236	car	0.81093	-2.48523	0.64824	11.15234	2.04785	1.52037	1.46875
BOX	236	car	0.72241	2.15410	0.61386	12.87109	1.55773	1.48611	6.00000
BOX	236	car	0.65546	2.12253	0.44422	27.09766	2.14865	1.73399	6.00000
BOX	236	car	0.46938	-2.28691	0.58887	16.74219	1.02476	1.46727	6.00000
BOX	236	car	0.35780	1.67673	0.18523	27.83203	1.20023	1.23895	6.00000
PLANE	240	0.00000	0.00000	1.00000	22.71484	-7.71141	-2.89387	22.71484	3.02417	0.00000	240	0.60000
BOX	240	car	0.92248	-2.51121	0.60150	4.71094	2.68689	1.23204	3.60938
BOX	240	car	0.91964	2.23558	0.77564	5.94531	2.29093	1.52178	2.21875
BOX	240	car	0.89616	-2.41559	0.80593	9.85547	1.64519	1.39841	3.89062
BOX	240	car	0.79730	2.10936	0.67191	19.48828	1.89771	1.57239	2.03125
PLANE	244	0.01231	-0.00535	0.99991	15.98625	-8.92575	-2.29520	16.08532	1.41449	0.01557	542	0.76254
PLANE	244	0.00000	0.00000	1.00000	17.16016	13.08456	-1.63872	17.16016	1.19183	0.00000	176	0.44000
BOX	244	car	0.86571	-3.01790	0.76492	5.05469	2.48918	1.08286	6.00000
BOX	244	car	0.82560	1.96609	0.61386	12.87109	1.93374	1.55773	1.63281
BOX	244	car	0.75899	1.29841	0.25128	16.00781	1.04662	1.00208	6.00000
PLANE	248	0.00000	0.00000	1.00000	38.61328	1.77819	-5.04430	38.61328	9.77615	0.00000	404	1.00000
BOX	248	car	0.91560	2.21262	0.74491	6.24219	2.18824	1.54566	2.37500
