# wme_scene_export  D:\Program Files\Slam-Model\data\rgbd_dataset_freiburg3_structure_texture_far
# 좌표계는 카메라 좌표계. 뷰어가 각 시스템의 추정 포즈로 옮긴다.
# PLANE	frame	nx	ny	nz	d	cx	cy	cz	extent	rms	inliers	conf
# BOX	frame	class	conf	cx	cy	cz	sx	sy	sz
PLANE	180	-0.50272	-0.37130	0.78065	2.66544	-0.68249	-0.65620	2.66278	0.45118	0.01569	2029	0.76112
PLANE	180	0.01133	0.01998	0.99974	2.52804	-0.60237	-0.63949	2.54832	0.48437	0.02153	569	0.69902
PLANE	180	0.02204	-0.00951	0.99971	2.25726	0.22923	-0.49604	2.24814	0.63918	0.02294	802	0.68546
BOX	180	book	0.43807	0.46403	0.35160	1.75700	1.15843	0.74620	1.14800
PLANE	185	-0.01882	0.90247	0.43034	1.05585	-0.07317	0.25569	1.91410	0.74224	0.00839	9060	0.85638
PLANE	185	-0.36203	-0.39906	0.84243	1.84003	0.48389	-0.50073	2.15494	0.35859	0.00956	2358	0.83944
PLANE	185	-0.52502	-0.36235	0.77010	2.65101	-0.65262	-0.66623	2.68402	0.49832	0.01683	1906	0.74822
PLANE	185	0.01601	0.01974	0.99968	2.52470	-0.51200	-0.60493	2.54566	0.57586	0.02210	628	0.69351
PLANE	185	0.02294	-0.00901	0.99970	2.25988	0.20054	-0.52131	2.25127	0.65745	0.02226	805	0.69195
BOX	185	book	0.46342	0.46731	0.35648	1.75700	1.15186	0.74295	1.12400
PLANE	190	-0.00963	0.90674	0.42158	1.05130	-0.06383	0.26523	1.92179	0.74391	0.00850	8851	0.85469
PLANE	190	-0.37733	-0.38588	0.84185	1.83397	0.45050	-0.53337	2.13593	0.33540	0.00945	2020	0.84107
PLANE	190	-0.50437	-0.36623	0.78198	2.65849	-0.69574	-0.62878	2.65648	0.38806	0.01440	1789	0.77640
PLANE	190	0.01896	0.02191	0.99958	2.52026	-0.45208	-0.56622	2.54231	0.63442	0.02188	672	0.69564
PLANE	190	0.00900	-0.00362	0.99995	2.25042	0.20093	-0.50822	2.24687	0.62370	0.02277	816	0.68714
PLANE	190	0.02940	-0.03000	0.99912	2.40863	-0.14300	-0.52656	2.39915	0.82523	0.02287	684	0.68613
BOX	190	book	0.37573	0.46640	0.35340	1.76600	1.15776	0.75003	1.16000
PLANE	195	0.00528	0.91041	0.41367	1.05318	-0.04545	0.27483	1.94167	0.75009	0.00876	8702	0.85096
PLANE	195	-0.39991	-0.37097	0.83812	1.82960	0.43457	-0.52300	2.15884	0.35039	0.00970	1946	0.83754
PLANE	195	-0.51840	-0.34715	0.78150	2.65348	-0.67259	-0.61119	2.67770	0.44217	0.01538	1856	0.76473
PLANE	195	0.01121	0.01240	0.99986	2.53391	-0.47814	-0.54922	2.54644	0.62636	0.02101	643	0.70416
PLANE	195	0.02231	-0.01491	0.99964	2.40674	-0.23358	-0.54053	2.40476	0.80687	0.02277	733	0.68711
PLANE	195	0.00616	-0.00935	0.99994	2.25629	0.14026	-0.53839	2.25053	0.65962	0.02409	923	0.67485
BOX	195	book	0.55202	0.48142	0.35885	1.78500	1.15021	0.76141	1.20000
PLANE	200	0.00384	0.90831	0.41828	1.04915	-0.05320	0.26953	1.92346	0.73932	0.00843	8831	0.85575
PLANE	200	-0.41252	-0.37237	0.83137	1.82556	0.45178	-0.53058	2.18238	0.35237	0.01044	1823	0.82729
PLANE	200	-0.52372	-0.34932	0.77697	2.65066	-0.66337	-0.63124	2.68057	0.42642	0.01554	1801	0.76285
PLANE	200	-0.00086	0.00470	0.99999	2.54802	-0.48556	-0.55617	2.55025	0.62112	0.02078	643	0.70641
PLANE	200	0.02517	-0.02848	0.99928	2.40823	-0.14773	-0.53656	2.39840	0.81245	0.02278	772	0.68701
PLANE	200	0.00640	-0.01312	0.99989	2.26341	0.08663	-0.57481	2.25555	0.68738	0.02298	849	0.68508
BOX	200	book	0.48398	0.49226	0.34552	1.77600	1.11788	0.78721	1.24000
PLANE	205	0.01001	0.90583	0.42353	1.04831	-0.04555	0.25429	1.93241	0.75371	0.00866	9055	0.85241
PLANE	205	-0.42528	-0.37082	0.82561	1.81838	0.49060	-0.55923	2.20401	0.35556	0.01004	1700	0.83281
PLANE	205	-0.54347	-0.35012	0.76293	2.62921	-0.60769	-0.65534	2.71259	0.47853	0.01473	1837	0.77244
PLANE	205	0.00490	-0.00812	0.99996	2.55420	-0.46364	-0.55444	2.55208	0.64619	0.02188	667	0.69563
PLANE	205	0.00266	-0.02730	0.99962	2.27128	0.12667	-0.55693	2.25659	0.61417	0.02272	784	0.68758
PLANE	205	0.02143	-0.02223	0.99952	2.41010	-0.14616	-0.56468	2.40182	0.79902	0.02313	782	0.68375
BOX	205	book	0.59831	0.49809	0.32078	1.78500	1.11688	0.79120	1.25400
PLANE	210	-0.00006	0.90259	0.43050	1.04763	-0.05224	0.24595	1.91786	0.74761	0.00855	9237	0.85394
PLANE	210	-0.43190	-0.38216	0.81696	1.81792	0.49423	-0.56314	2.22310	0.35775	0.01015	1611	0.83127
PLANE	210	0.00009	0.00124	1.00000	2.55023	-0.39218	-0.57459	2.55097	0.68290	0.02118	640	0.70244
PLANE	210	-0.00164	-0.00548	0.99998	2.25957	0.11161	-0.59897	2.25651	0.60353	0.02130	682	0.70127
PLANE	210	-0.00889	-0.01407	0.99986	2.70321	-0.55001	-0.66418	2.68935	0.36450	0.02339	481	0.68129
PLANE	210	0.01941	-0.02322	0.99954	2.41688	-0.07284	-0.59129	2.40567	0.80100	0.02343	790	0.68092
BOX	210	book	0.68681	0.50676	0.30412	1.80400	1.11529	0.78624	1.28200
PLANE	215	0.00146	0.90533	0.42470	1.04979	-0.04788	0.25489	1.92867	0.74760	0.00857	9105	0.85365
PLANE	215	-0.44493	-0.37214	0.81459	1.81328	0.49675	-0.56568	2.23890	0.35836	0.01033	1495	0.82872
PLANE	215	0.00022	-0.00136	1.00000	2.55198	-0.36612	-0.56148	2.55130	0.70622	0.02096	675	0.70464
PLANE	215	0.02052	-0.02745	0.99941	2.41785	-0.09700	-0.59698	2.40487	0.80156	0.02295	842	0.68538
PLANE	215	0.01669	-0.03124	0.99937	2.27647	0.06474	-0.59663	2.25816	0.60677	0.02329	747	0.68221
PLANE	215	0.01164	0.00265	0.99993	2.68062	-0.46373	-0.61709	2.68785	0.48163	0.02419	536	0.67392
BOX	215	book	0.73308	0.52114	0.31237	1.81300	1.10392	0.78344	1.26800
PLANE	220	0.00700	0.90904	0.41665	1.04719	-0.06281	0.26656	1.93283	0.74166	0.00825	8960	0.85833
PLANE	220	-0.44603	-0.36009	0.81939	1.79839	0.54778	-0.55105	2.25080	0.37082	0.01031	1535	0.82908
PLANE	220	-0.57017	-0.33633	0.74953	2.58748	-0.52821	-0.66908	2.75011	0.51883	0.01456	1830	0.77450
PLANE	220	0.00398	-0.00641	0.99997	2.55477	-0.36749	-0.53926	2.55285	0.69356	0.02193	747	0.69514
PLANE	220	0.01484	-0.02619	0.99955	2.27615	0.15157	-0.57996	2.25974	0.57768	0.02281	701	0.68674
PLANE	220	0.01723	-0.01817	0.99969	2.41207	-0.05204	-0.58751	2.40304	0.79792	0.02366	902	0.67879
BOX	220	book	0.45513	0.53638	0.31909	1.81300	1.07344	0.79016	1.29600
PLANE	225	0.87753	-0.21025	0.43096	1.24917	0.07996	-0.59008	2.44787	0.37210	0.00623	1007	0.88924
PLANE	225	0.01234	0.90919	0.41619	1.04980	-0.06883	0.26594	1.94346	0.75085	0.00853	8906	0.85420
PLANE	225	-0.44037	-0.35644	0.82403	1.77197	0.60646	-0.53833	2.24162	0.34622	0.01061	1953	0.82490
PLANE	225	-0.56894	-0.33399	0.75150	2.55598	-0.50814	-0.66974	2.71880	0.50561	0.01418	1980	0.77900
PLANE	225	0.01197	-0.01849	0.99976	2.56328	-0.27059	-0.53554	2.55724	0.70913	0.02257	702	0.68897
PLANE	225	0.01626	-0.01830	0.99970	2.41229	0.02310	-0.58892	2.40186	0.80505	0.02367	877	0.67874
BOX	225	book	0.56072	0.55731	0.32922	1.80400	1.02768	0.78958	1.25400
PLANE	230	0.00834	0.91125	0.41178	1.05295	-0.08678	0.27547	1.94926	0.74651	0.00863	8833	0.85282
PLANE	230	-0.45130	-0.34727	0.82203	1.73490	0.68839	-0.55616	2.25348	0.33471	0.00974	1705	0.83698
PLANE	230	0.86869	-0.21148	0.44795	1.32025	0.12590	-0.56863	2.43473	0.42056	0.01148	1410	0.81326
PLANE	230	-0.57093	-0.33182	0.75095	2.53257	-0.50547	-0.65678	2.69797	0.49202	0.01430	1853	0.77756
PLANE	230	0.00453	0.00311	0.99998	2.39921	0.11868	-0.56747	2.40048	0.76941	0.02222	841	0.69237
PLANE	230	0.00898	-0.02814	0.99956	2.55986	-0.24786	-0.52201	2.54851	0.70912	0.02368	759	0.67857
BOX	230	book	0.38678	0.56144	0.34561	1.78500	0.99685	0.76803	1.24000
PLANE	235	0.00671	0.92180	0.38760	1.05808	-0.08548	0.31618	1.97934	0.73973	0.00870	8208	0.85182
PLANE	235	-0.45478	-0.32977	0.82730	1.71005	0.74380	-0.50116	2.27613	0.36166	0.00971	2251	0.83734
PLANE	235	0.86792	-0.19215	0.45803	1.34361	0.14379	-0.53068	2.43834	0.40896	0.01033	1901	0.82872
PLANE	235	-0.55563	-0.30403	0.77385	2.53402	-0.64819	-0.64916	2.55412	0.37047	0.01244	1897	0.80077
PLANE	235	0.00491	0.00303	0.99998	2.54808	-0.31080	-0.47872	2.55110	0.74021	0.02233	613	0.69123
BOX	235	book	0.46487	0.59345	0.37735	1.84300	1.00171	0.75197	1.22400
PLANE	240	0.87322	-0.17718	0.45399	1.35463	0.15912	-0.52696	2.47215	0.39901	0.00807	1747	0.86107
PLANE	240	-0.00323	0.92704	0.37495	1.06922	-0.10813	0.33885	2.01293	0.74962	0.00915	7913	0.84532
PLANE	240	-0.44291	-0.32096	0.83715	1.69460	0.76386	-0.43964	2.25983	0.39407	0.01094	2797	0.82049
PLANE	240	-0.55535	-0.30545	0.77349	2.49597	-0.56563	-0.58196	2.59096	0.40611	0.01372	2710	0.78470
BOX	240	book	0.55669	0.62599	0.40909	1.86300	0.96038	0.72557	1.19200
PLANE	245	0.87565	-0.16421	0.45418	1.37870	0.20640	-0.50387	2.45547	0.40198	0.00843	1847	0.85577
PLANE	245	-0.00516	0.93037	0.36659	1.07127	-0.12017	0.35561	2.01809	0.74229	0.00909	7673	0.84616
PLANE	245	-0.44145	-0.32027	0.83818	1.66139	0.79770	-0.41695	2.24294	0.39292	0.01097	2787	0.82005
